,name,rating,sub_region,year,price_DKK,total_ratings,total_reviews,light-bold,smooth-tannic,dry-sweet,soft-acidic,winery,light-bold-cat,smooth-tannic-cat,dry-sweet-cat,soft-acidic-cat,region,cardinal_1,cardinal_2
6830,Riserva Brunello di Montalcino ,4.5,Brunello di Montalcino,2004,1250 ,240,474.0,0.457872,0.550284,0.036241300000000004,0.622259,Terralsole,semi light,semi tannic,dry,acidic,Toscana,North,North-west
6831,Brunello di Montalcino ,4.6,Brunello di Montalcino,2004,484.16 ,29,143.0,0.430414,0.570439,0.060947999999999995,0.6265609999999999,Colleoni Marieno,semi light,semi tannic,dry,acidic,Toscana,North,North-west
6832,Rocche dell'Annunziata Torriglione Barolo ,4.5,Barolo,2004,3240.12 ,125,201.0,0.598538,0.8092100000000001,0.07505,0.825,Roberto Voerzio,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6833,Lilium Est Amarone Della Valpolicella Riserva ,4.6,Amarone della Valpolicella,2004,685.27 ,126,65.0,0.825,0.218855,0.537246,0.229465,Tenuta Sant'Antonio,bold,smooth,sweet,semi soft,Veneto,North,North-east
6834,Ornato Barolo ,4.2,Barolo,2004,999 ,152,784.0,0.607535,0.7579699999999999,0.04640589999999999,0.825,Pio Cesare,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6835,Sorì Tildìn (Barbaresco) Langhe ,4.6,Langhe,2004,2160.08 ,128,497.0,0.612827,0.669635,0.06590489999999999,0.825,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6836,Falletto Barolo ,4.5,Barolo,2004,1499 ,234,642.0,0.584828,0.7426600000000001,0.085721,0.825,Bruno Giacosa,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6837,Pieve Santa Restituta Sugarille Brunello di Montalcino ,4.5,Brunello di Montalcino,2004,1712.80 ,449,531.0,0.49101300000000003,0.56945,0.07480210000000001,0.628518,Gaja,semi light,semi tannic,dry,acidic,Toscana,North,North-west
6838,Barolo Riserva Serralunga d'Alba ,4.6,Barolo,2004,656.41 ,31,18.0,0.537774,0.825,0.0,0.825,Rivetto,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6839,Fossati Case Nere Barolo  Riserva  Anni ,4.5,Barolo,2004,3491.51 ,134,136.0,0.621373,0.762481,0.0383906,0.819422,Roberto Voerzio,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6840,Altero Brunello di Montalcino ,4.5,Brunello di Montalcino,2004,699 ,595,747.0,0.46996099999999996,0.531905,0.04454839999999999,0.613013,Poggio Antico,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6841,Sei Vigne Insynthesis ,4.7,Barbera d'Asti,2004,561.76 ,36,26.0,0.6783440000000001,0.408734,0.193519,0.311282,Vinchio - Vaglio Serra,bold,semi smooth,semi dry,semi soft,Piemonte,North,North-west
6842,Brunello di Montalcino ,4.2,Brunello di Montalcino,2004,402.22 ,932,4908.0,0.455963,0.544083,0.043973000000000005,0.615043,Tenuta CastelGiocondo,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6843,Amarone della Valpolicella Riserva Cent’anni ,4.7,Amarone della Valpolicella,2004,953 ,26,25.0,0.825,0.19076,0.467703,0.21692599999999998,Trabucchi d'Illasi,bold,smooth,sweet,semi soft,Veneto,North,North-east
6844,Barolo Rocche ,4.5,Barolo,2004,670.37 ,224,289.0,0.586936,0.70109,0.106144,0.785686,Renato Ratti,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6845,Dieci Anni Amarone della Valpolicella Riserva ,4.7,Amarone della Valpolicella,2004,976.66 ,28,7.0,0.825,0.32461199999999996,0.424547,0.167047,Villa Canestrari,bold,semi smooth,semi sweet,soft,Veneto,North,North-east
6846,Barolo Bricco Rocche ,4.5,Barolo,2004,252.51 ,113,43.0,0.581184,0.347976,0.173315,0.455439,Ernesto Ruffo,semi bold,semi smooth,semi dry,semi acidic,Piemonte,North,North-west
6847,Ciabot Manzoni Barolo ,4.3,Barolo,2004,799 ,48,71.0,0.612006,0.785514,0.0,0.822581,Silvio Grasso,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6848,Brunello di Montalcino Riserva ,4.6,Brunello di Montalcino,2004,1772.01 ,45,202.0,0.420711,0.510505,0.06431250000000001,0.602966,Poggio di Sotto,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6849,Brunello di Montalcino Riserva ,4.6,Brunello di Montalcino,2004,450 ,27,64.0,0.577979,0.613156,0.023739600000000003,0.6188020000000001,Palazzo,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
6850,Brunello di Montalcino ,4.5,Brunello di Montalcino,2004,1599 ,152,571.0,0.468312,0.557556,0.127251,0.6056360000000001,Salvioni,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6851,Campo del Titari Amarone della Valpolicella Classico Riserva ,4.6,Amarone della Valpolicella Classico,2004,685.27 ,27,416.0,0.825,0.240652,0.513176,0.207517,Brunelli,bold,smooth,sweet,soft,Veneto,North,North-east
6852,Rocche dell'Annunziata Barolo Riserva ,4.6,Barolo,2004,1109.84 ,76,308.0,0.59342,0.781958,0.05969239999999999,0.825,Paolo Scavino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6853,Forlago Amarone della Valpolicella Classico ,4.6,Amarone della Valpolicella Classico,2004,600 ,935,291.0,0.825,0.162596,0.466762,0.176828,Fratelli Vogadori,bold,smooth,sweet,soft,Veneto,North,North-east
6854,Amarone della Valpolicella Classico ,4.6,Amarone della Valpolicella Classico,2004,196.05 ,44,72.0,0.825,0.258489,0.35393,0.23166699999999998,Monteci,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
6855,Valpolicella Superiore Monte Lodoletta ,4.5,Valpolicella,2004,649 ,492,1740.0,0.5138159999999999,0.36154200000000003,0.227792,0.531579,Dal Forno Romano,semi light,semi smooth,semi dry,semi acidic,Veneto,North,North-east
6856,Triumviratum Barolo Riserva ,4.5,Barolo,2004,725.67 ,100,87.0,0.446985,0.49497300000000005,0.097291,0.618909,San Felice,semi light,semi tannic,dry,semi acidic,Piemonte,North,North-west
6857,Colombaio Brunello di Montalcino ,4.6,Brunello di Montalcino,2004,430.79 ,31,25.0,0.524791,0.512015,0.087871,0.6254470000000001,Cava d'Onice,semi light,semi tannic,dry,acidic,Toscana,North,North-west
6858,Barolo Riserva ,4.3,Barolo,2004,1206.67 ,55,114.0,0.6528919999999999,0.7428159999999999,0.10669100000000001,0.8230500000000001,Mirafiore,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6859,Costa Russi (Barbaresco) Langhe ,4.7,Langhe,2004,2475 ,104,417.0,0.594927,0.645936,0.094607,0.824943,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6860,Barolo Le Vigne ,4.2,Barolo,2004,960.86 ,227,843.0,0.5954440000000001,0.7445919999999999,0.0687258,0.798329,Sandrone,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6861,d'Alceo ,4.5,Toscana,2004,943.84 ,104,3.0,0.679375,0.60125,0.066875,0.5975,Bueno,bold,semi tannic,dry,semi acidic,Toscana,North,North-west
6862,Pì Vigne Barolo ,4.3,Barolo,2004,250 ,71,50.0,0.608097,0.727632,0.0,0.807176,Silvio Grasso,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6863,Bueno-Cipresso Brunello di Montalcino Riserva ,4.5,Brunello di Montalcino,2004,856.58 ,104,553.0,0.825,0.29097,0.459239,0.228381,Masi,bold,semi smooth,sweet,semi soft,Toscana,North,North-west
6864,Bradisismo Veneto Rosso ,4.6,Veneto,2004,193.66 ,28,230.0,0.651061,0.369511,0.086579,0.240131,Inama Azienda Agricola,semi bold,semi smooth,dry,semi soft,Veneto,North,North-east
6865, Stelle Sfursat ,4.5,Valtellina,2004,365.57 ,219,830.0,0.629371,0.738154,0.132943,0.813216,Nino Negri,semi bold,tannic,dry,acidic,Lombardia,North,North
6866,Luce ,4.5,Toscana,2004,707.61 ,166,1783.0,0.495659,0.41206600000000004,0.092171,0.43135100000000004,Luce della Vite,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
6867,Amarone della Valpolicella ,4.5,Amarone della Valpolicella,2004,231.74 ,104,34.0,0.419211,0.333277,0.207269,0.497828,Le Preare,semi light,semi smooth,semi dry,semi acidic,Veneto,North,North-east
6868,Piaggione Brunello di Montalcino Riserva ,4.6,Brunello di Montalcino,2004,1077.29 ,28,26.0,0.44908499999999996,0.439683,0.11098599999999999,0.602394,Salicutti,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
6869,Valpolicella Classico Superiore ,4.5,Valpolicella Classico,2004,573.61 ,642,1326.0,0.437948,0.301319,0.192654,0.513011,Quintarelli Giuseppe,semi light,semi smooth,semi dry,semi acidic,Veneto,North,North-east
6870,Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva ,4.6,Brunello di Montalcino,2004,960.06 ,86,195.0,0.471539,0.5454100000000001,0.07780799999999999,0.624752,Antinori,semi light,semi tannic,dry,acidic,Toscana,North,North-west
6871,Duca di Montalbo ,4.6,Terre Siciliane,2004,426.21 ,234,62.0,0.825,0.447975,0.321579,0.228076,G. Milazzo,bold,semi smooth,semi sweet,semi soft,Sicilia,South,South
6872,Brunello di Montalcino ,4.6,Brunello di Montalcino,2004,1063.65 ,86,650.0,0.425811,0.561303,0.11823499999999999,0.622234,Cerbaiona,semi light,semi tannic,dry,acidic,Toscana,North,North-west
6873,Amarone della Valpolicella Classico Cavaion Veronese ,4.5,Amarone della Valpolicella Classico,2004,669.63 ,109,109.0,0.7997650000000001,0.220807,0.495242,0.251659,Monte Dall'Ora,bold,smooth,sweet,semi soft,Veneto,North,North-east
6874,Brunello di Montalcino ,4.5,Brunello di Montalcino,2004,1200 ,107,579.0,0.559474,0.644926,0.079284,0.825,Bruno Giacosa,semi bold,tannic,dry,acidic,Toscana,North,North-west
6875,Bolgheri Superiore ,4.6,Bolgheri Superiore,2004,2312.78 ,1177,4669.0,0.618908,0.6231570000000001,0.10494999999999999,0.514656,Ornellaia,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
6876,Kurni Marche ,4.5,Marche,2004,995 ,108,686.0,0.608424,0.68566,0.0415303,0.825,La Spinetta,semi bold,tannic,dry,acidic,Marche,East,East
6877,Barolo Bussia ,4.5,Barolo,2004,1638.68 ,111,1937.0,0.42951300000000003,0.560444,0.048076499999999994,0.6103000000000001,Biondi-Santi,semi light,semi tannic,dry,semi acidic,Piemonte,North,North-west
6878,Brunello di Montalcino Riserva ,4.3,Brunello di Montalcino,2004,535 ,49,11.0,0.474872,0.489359,0.0,0.589402,Fornacina,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6879,Amarone della Valpolicella ,4.6,Amarone della Valpolicella,2004,649 ,88,360.0,0.778107,0.217497,0.465168,0.231464,Zýmē,bold,smooth,sweet,semi soft,Veneto,North,North-east
6880,Brunello di Montalcino ,4.6,Brunello di Montalcino,2004,159 ,33,258.0,0.434206,0.537481,0.0041025,0.577447,Castelli Martinozzi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6881,Brunello di Montalcino Le Potazzine ,4.5,Brunello di Montalcino,2004,350 ,118,405.0,0.425106,0.544265,0.0031061000000000005,0.623769,Le Potazzine,semi light,semi tannic,dry,acidic,Toscana,North,North-west
6882,Barolo Sorì Ginestra ,4.2,Barolo,2004,662.92 ,149,583.0,0.613251,0.7555729999999999,0.017439999999999997,0.818587,Conterno Fantino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6883,Barbaresco Albesani Santo Stefano ,4.5,Barbaresco,2004,1206.67 ,71,405.0,0.581661,0.651604,0.077959,0.825,Bruno Giacosa,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6884,Pietradonice ,4.3,Toscana,2004,484.16 ,81,352.0,0.528857,0.43849899999999997,0.12825799999999998,0.423824,Casanova di Neri,semi bold,semi smooth,dry,semi acidic,Toscana,North,North-west
6885,Barolo SetteAnni Riserva ,4.5,Barolo,2004,540.44 ,67,86.0,0.6805199999999998,0.723205,0.0144259,0.786199,Franco Conterno,bold,tannic,dry,acidic,Piemonte,North,North-west
6886,Campo León Amarone della Valpolicella ,4.5,Amarone della Valpolicella,2004,360 ,68,643.0,0.825,0.210684,0.477442,0.21699400000000002,Latium Morini,bold,smooth,sweet,semi soft,Veneto,North,North-east
6887,Bigolla ,4.4,Colli Tortonesi,2004,300 ,81,40.0,0.537286,0.295885,0.156354,0.527326,Vigneti Massa,semi bold,semi smooth,semi dry,semi acidic,Piemonte,North,North-west
6888,Il Caberlot ,4.4,Toscana,2004,2312.78 ,26,221.0,0.511466,0.382629,0.152539,0.41733999999999993,Podere Il Carnasciale,semi light,semi smooth,semi dry,semi acidic,Toscana,North,North-west
6889,Brunello di Montalcino ,4.2,Brunello di Montalcino,2004,375 ,1360,5599.0,0.445594,0.517716,0.0137488,0.600594,Banfi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6890,Il Purosangue ,3.6,Toscana,2004,64.95 ,1327,510.0,0.40598500000000004,0.33596699999999996,0.06645489999999998,0.383831,Villa Cavallo,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
6891,Riserva vigneto Pozzo dell'Annunziata Barbera d'Alba ,4.5,Barbera d'Alba,2004,4021.85 ,69,83.0,0.55398,0.19471800000000003,0.124463,0.6167130000000001,Roberto Voerzio,semi bold,smooth,dry,semi acidic,Piemonte,North,North-west
6892,Sorì San Lorenzo ,4.5,Langhe,2004,2500 ,117,519.0,0.605573,0.7788679999999999,0.082209,0.825,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6893,Brunello di Montalcino ,4.3,Brunello di Montalcino,2004,608.40 ,573,2853.0,0.455983,0.5376,0.076174,0.606073,Casanova di Neri,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6894,Pàtrimo ,4.5,Campania,2004,797.96 ,59,270.0,0.553335,0.400067,0.117546,0.42466000000000004,Monteverro,semi bold,semi smooth,dry,semi acidic,Campania,South,South-west
6895,Amarone della Valpolicella Classico ,4.7,Amarone della Valpolicella Classico,2004,2525 ,695,890.0,0.7974840000000001,0.23896,0.476406,0.240069,Quintarelli Giuseppe,bold,smooth,sweet,semi soft,Veneto,North,North-east
6896,Toscana ,4.7,Toscana,2004,8499 ,636,1102.0,0.532506,0.433604,0.151432,0.435755,Masseto,semi bold,semi smooth,semi dry,semi acidic,Toscana,North,North-west
6897,Tenuta Guado al Tasso Bolgheri Superiore ,4.4,Bolgheri Superiore,2004,1564.20 ,435,3546.0,0.63193,0.630244,0.08529400000000001,0.5069469999999999,Antinori,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
6898,Amarone della Valpolicella Classico Vigneto Il Fornetto ,4.7,Amarone della Valpolicella Classico,2004,650 ,147,183.0,0.756219,0.28435099999999996,0.495678,0.253978,Stefano Accordini,bold,semi smooth,sweet,semi soft,Veneto,North,North-east
6899,La Poja (Monovitigno Corvina Veronese) ,4.4,Verona,2004,387.25 ,391,1019.0,0.6314329999999999,0.36833,0.196928,0.218013,Allegrini,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
6900,Barolo Vigna Rionda ,4.4,Barolo,2004,797 ,78,74.0,0.59422,0.6772450000000001,0.0303261,0.825,Oddero,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6901,Pieve Santa Restituta Rennina Brunello di Montalcino ,4.4,Brunello di Montalcino,2004,1381.71 ,352,501.0,0.43919800000000003,0.5696800000000001,0.085407,0.6314790000000001,Gaja,semi light,semi tannic,dry,acidic,Toscana,North,North-west
6902,Barolo ,4.3,Barolo,2004,698 ,697,3248.0,0.601764,0.7459950000000001,0.007924900000000004,0.819314,Pio Cesare,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6903,Sassoalloro ,4.2,Toscana,2004,199 ,254,934.0,0.469546,0.38905500000000004,0.0478008,0.434942,Jacopo Biondi-Santi,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
6904,Bigolla ,4.4,Colli Tortonesi,2004,300 ,81,40.0,0.537286,0.295885,0.156354,0.527326,Vigneti Massa,semi bold,semi smooth,semi dry,semi acidic,Piemonte,North,North-west
6905,Giramonte Toscana ,4.5,Toscana,2004,1066.02 ,51,29.0,0.333148,0.421076,0.041620399999999974,0.542917,Reimitz,light,semi smooth,dry,semi acidic,Toscana,North,North-west
6906,Riserva Vigna Fontelontano Brunello di Montalcino ,4.5,Brunello di Montalcino,2004,1299 ,58,182.0,0.602286,0.747098,0.0287828,0.8151430000000001,Rocche dei Manzoni,semi bold,tannic,dry,acidic,Toscana,North,North-west
6907,Barbaresco Albesani Santo Stefano ,4.5,Barbaresco,2004,1206.67 ,71,405.0,0.581661,0.651604,0.077959,0.825,Bruno Giacosa,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6908,Barolo Riserva Monprivato Cà d'Morissio ,4.5,Barolo,2004,275 ,55,36.0,0.825,0.20241199999999998,0.52466,0.200406,Corte Alta Fumane,bold,smooth,sweet,soft,Piemonte,North,North-west
6909,Paleo ,4.3,Toscana,2004,662.47 ,226,1510.0,0.551184,0.482151,0.109384,0.449497,Le Macchiole,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
6910,Brunello Di Montalcino Riserva ,4.5,Brunello di Montalcino,2004,1603.53 ,53,301.0,0.559928,0.7444719999999999,0.05892580000000001,0.824511,Bruno Giacosa,semi bold,tannic,dry,acidic,Toscana,North,North-west
6911,Colli di Salerno Rosso ,4.3,Colli di Salerno,2004,409.67 ,189,773.0,0.79149,0.42639699999999997,0.239816,0.259729,Montevetrano,bold,semi smooth,semi dry,semi soft,Campania,South,South-west
6912,Fracastoro Riserva Amarone della Valpolicella Classico ,4.5,Valpolicella,2004,186.27 ,59,33.0,0.761204,0.150423,0.520185,0.181772,Corte Fornaledo,bold,smooth,sweet,soft,Veneto,North,North-east
6913,Boscareto Barolo ,4.5,Barolo,2004,614.51 ,52,187.0,0.48491000000000006,0.358446,0.211311,0.42539099999999996,Tenuta Castiglioni,semi light,semi smooth,semi dry,semi acidic,Piemonte,North,North-west
6914,Brunello Di Montalcino Riserva ,4.5,Toscana,2004,232.48 ,51,78.0,0.7403699999999998,0.173672,0.49963500000000005,0.21184999999999998,Tommasi,bold,smooth,sweet,soft,Toscana,North,North-west
6915,Amarone della Valpolicella ,3.8,Amarone della Valpolicella,2004,770.93 ,39,449.0,0.825,0.197997,0.49506300000000003,0.195911,Corte Giara,bold,smooth,sweet,soft,Veneto,North,North-east
6916,Brunello di Montalcino Riserva ,4.5,Brunello di Montalcino,2004,709 ,61,64.0,0.6542870000000001,0.420608,0.307612,0.200596,De Stefani,semi bold,semi smooth,semi sweet,soft,Toscana,North,North-west
6917,Barolo ,4.0,Barolo,2004,259 ,76,321.0,0.603588,0.769646,0.0,0.815585,Fratelli Revello,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6918,Barolo Bricco Fiasco ,4.3,Barolo,2004,650 ,171,387.0,0.60346,0.750498,0.0545768,0.825,Azelia,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6919,Capitel della Crosara Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2004,375 ,62,301.0,0.825,0.22310300000000002,0.485298,0.193512,Montresor,bold,smooth,sweet,soft,Veneto,North,North-east
6920,Tenuta Greppone Mazzi Brunello di Montalcino ,4.1,Brunello di Montalcino,2004,848.02 ,475,698.0,0.423252,0.51447,0.0311381,0.592717,Ruffino,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6921,Amarone della Valpolicella Classico ,4.3,Amarone della Valpolicella Classico,2004,2449 ,451,6120.0,0.825,0.20305999999999996,0.474394,0.20458600000000002,Tommasi,bold,smooth,sweet,soft,Veneto,North,North-east
6922,Brunello di Montalcino Riserva ,4.3,Brunello di Montalcino,2004,535 ,49,11.0,0.474872,0.489359,0.0,0.589402,Fornacina,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6923,Barolo Ginestra Vigna del Gris ,4.3,Barolo,2004,484.16 ,153,304.0,0.6222329999999999,0.750022,0.019960199999999997,0.811441,Conterno Fantino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6924,Sassicaia ,4.6,Bolgheri Sassicaia,2004,4214.02 ,2400,7841.0,0.593748,0.6230450000000001,0.08316499999999999,0.5236930000000001,Tenuta San Guido,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
6925,Riserva vigneto Pozzo dell'Annunziata Barbera d'Alba ,4.5,Barbera d'Alba,2004,4021.85 ,69,83.0,0.55398,0.19471800000000003,0.124463,0.6167130000000001,Roberto Voerzio,semi bold,smooth,dry,semi acidic,Piemonte,North,North-west
6926, &  ,4.4,Toscana,2004,797 ,212,785.0,0.490146,0.428784,0.082964,0.453581,Capannelle,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
6927,Barolo Riserva Vigna Rionda ,4.4,Barolo,2004,999 ,186,512.0,0.593682,0.7526560000000001,0.07691,0.811091,Massolino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6928,Costa Russi (Barbaresco) Langhe ,4.6,Langhe,2004,2475 ,104,417.0,0.594927,0.645936,0.094607,0.824943,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6929,Poggio all'Oro Brunello di Montalcino Riserva ,4.5,Brunello di Montalcino,2004,999 ,861,656.0,0.452731,0.524093,0.078021,0.6171169999999999,Banfi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6930,Sperss Langhe ,4.6,Langhe,2004,1638.68 ,484,1127.0,0.618381,0.749755,0.0596257,0.825,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6931,Luce Brunello di Montalcino ,4.4,Brunello di Montalcino,2004,960.86 ,152,668.0,0.48131599999999997,0.550672,0.09294600000000001,0.6039289999999999,Luce della Vite,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6932,Redigaffi Toscana ,4.6,Toscana,2004,3314.98 ,103,641.0,0.506769,0.392239,0.144144,0.406633,Tua Rita,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
6933,Brunate - Le Coste Barolo ,4.5,Barolo,2004,2500 ,79,273.0,0.5737939999999999,0.716505,0.035985199999999995,0.80762,Giuseppe Rinaldi,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6934,Barolo Riserva ,4.4,Barolo,2004,1999 ,107,186.0,0.650123,0.731395,0.12718,0.756184,Pianpolvere Soprano,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6935,La Mattonara Amarone della Valpolicella Classico Riserva ,4.6,Amarone della Valpolicella Classico,2004,1861.39 ,171,127.0,0.8190000000000001,0.211774,0.474391,0.222806,Zýmē,bold,smooth,sweet,semi soft,Veneto,North,North-east
6936,Vürsù Barolo Campè ,4.5,Barolo,2004,1395 ,420,732.0,0.6242350000000001,0.770282,0.07238030000000001,0.807193,La Spinetta,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6937,Barolo Riserva Bricco Voghera ,4.6,Barolo,2004,775 ,69,100.0,0.603005,0.711058,0.0,0.825,Azelia,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6938,Pieve Santa Restituta Sugarille Brunello di Montalcino ,4.5,Brunello di Montalcino,2004,1712.80 ,449,534.0,0.49074199999999996,0.569815,0.076191,0.628781,Gaja,semi light,semi tannic,dry,acidic,Toscana,North,North-west
6939,Barolo Riserva Monfortino ,4.6,Barolo,2004,11250 ,176,405.0,0.5910759999999999,0.7776879999999999,0.0715777,0.804995,Giacomo Conterno,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6940,Vigneto Bellavista Chianti Classico ,4.5,Chianti Classico,2004,1117.28 ,75,209.0,0.441038,0.590286,0.11585200000000001,0.6260169999999999,Castello di Ama,semi light,semi tannic,dry,acidic,Toscana,North,North-west
6941,Sorì Tildìn (Barbaresco) Langhe ,4.6,Langhe,2004,2160.08 ,128,497.0,0.612827,0.669635,0.06590489999999999,0.825,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6942,Barolo Conca ,4.5,Barolo,2004,580.99 ,72,290.0,0.623163,0.728003,0.068009,0.7852330000000001,Renato Ratti,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6943,Bolgheri Superiore ,4.6,Bolgheri Superiore,2004,2312.78 ,1177,4669.0,0.618908,0.6231570000000001,0.10494999999999999,0.514656,Ornellaia,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
6944,Valpolicella Classico Superiore ,4.5,Valpolicella Classico,2004,573.61 ,642,1326.0,0.43796599999999997,0.301338,0.19264299999999998,0.512997,Quintarelli Giuseppe,semi light,semi smooth,semi dry,semi acidic,Veneto,North,North-east
6945,Tenuta Tignanello 'Solaia' ,4.6,Toscana,2004,1998.50 ,1262,3044.0,0.496492,0.386851,0.12366400000000001,0.41828000000000004,Antinori,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
6946,Valpolicella Superiore Monte Lodoletta ,4.5,Valpolicella,2004,649 ,492,1740.0,0.51399,0.36154200000000003,0.227966,0.531579,Dal Forno Romano,semi light,semi smooth,semi dry,semi acidic,Veneto,North,North-east
6947,Pignol Cru ,4.4,Venezia Giulia,2004,580.99 ,126,51.0,0.588044,0.510127,0.0423665,0.36254600000000003,Bressan,semi bold,semi tannic,dry,semi soft,Friuli-Venezia Giulia,North,North-east
6948,Brunello di Montalcino ,4.5,Brunello di Montalcino,2004,991.40 ,1607,1937.0,0.429786,0.560222,0.048066899999999996,0.6102989999999999,Biondi-Santi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6949,Tignanello ,4.5,Toscana,2004,799 ,1602,12013.0,0.493718,0.389913,0.07685800000000001,0.419002,Antinori,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
6950,Galatrona ,4.4,Toscana,2004,800 ,190,1032.0,0.5079600000000001,0.40051400000000004,0.115395,0.42160400000000003,Petrolo,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
6951,Sagrantino di Montefalco ,3.9,Montefalco Sagrantino,2003,148.23 ,27,16.0,0.56625,0.509467,0.0,0.48938299999999996,Cantine Martinelli,semi bold,semi tannic,dry,semi acidic,Umbria,Central,Central
6952,Gravello Rosso ,3.8,Val di Neto,2003,119 ,34,196.0,0.78429,0.361624,0.266185,0.258164,Librandi,bold,semi smooth,semi dry,semi soft,Calabria,South,South-west
6953,Barolo Vigna Rionda ,4.3,Barolo,2003,535 ,28,74.0,0.59422,0.6772450000000001,0.0303261,0.825,Oddero,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6954,Vürsù Barbaresco Starderi ,4.3,Barbaresco,2003,1299 ,219,485.0,0.619091,0.7191240000000001,0.07349919999999999,0.825,La Spinetta,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6955,Brunello di Montalcino Riserva Madonna del Piano ,4.5,Brunello di Montalcino,2003,1340 ,251,705.0,0.477703,0.573879,0.0717794,0.6232099999999999,Valdicava,semi light,semi tannic,dry,acidic,Toscana,North,North-west
6956,Brunello di Montalcino ,4.2,Brunello di Montalcino,2003,402.22 ,922,4908.0,0.455963,0.544083,0.043973000000000005,0.615043,Tenuta CastelGiocondo,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6957,Tenuta Tignanello 'Solaia' ,4.6,Toscana,2003,2310.07 ,920,3044.0,0.496497,0.386873,0.123661,0.418272,Antinori,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
6958,Sorì Tildìn (Barbaresco) Langhe ,4.6,Langhe,2003,2160.08 ,121,497.0,0.612827,0.669635,0.06590489999999999,0.825,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
