,name,rating,sub_region,year,price_DKK,total_ratings,total_reviews,light-bold,smooth-tannic,dry-sweet,soft-acidic,winery,light-bold-cat,smooth-tannic-cat,dry-sweet-cat,soft-acidic-cat,region,cardinal_1,cardinal_2
6959,Fratta ,4.5,Breganze,2003,319.92 ,41,104.0,0.630029,0.38414000000000004,0.184753,0.23871099999999998,Maculan,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
6960,Rujno Rosso ,4.6,Venezia Giulia,2003,976.66 ,49,60.0,0.615151,0.446752,0.19334800000000002,0.274116,Gravner,semi bold,semi smooth,semi dry,semi soft,Friuli-Venezia Giulia,North,North-east
6961,Amarone della Valpolicella Monte Lodoletta ,4.7,Amarone della Valpolicella,2003,2343.32 ,306,928.0,0.825,0.25607800000000003,0.502147,0.196691,Dal Forno Romano,bold,smooth,sweet,soft,Veneto,North,North-east
6962,Sassontino ,4.3,Toscana,2003,1299 ,59,107.0,0.529237,0.37084000000000006,0.026977099999999997,0.451929,La Spinetta,semi bold,semi smooth,dry,semi acidic,Toscana,North,North-west
6963,Barolo Vigna Rionda ,4.3,Barolo,2003,535 ,28,74.0,0.59422,0.6772450000000001,0.0303261,0.825,Oddero,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6964,Brunello di Montalcino Riserva ,4.6,Brunello di Montalcino,2003,500 ,281,298.0,0.445839,0.512529,0.04348510000000001,0.6197320000000001,Poggio Antico,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6965,Sperss Langhe ,4.6,Langhe,2003,1607.96 ,257,1127.0,0.618381,0.749755,0.0596257,0.825,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6966,Bolgheri Superiore ,4.7,Bolgheri Superiore,2003,2312.78 ,753,4669.0,0.618908,0.6231570000000001,0.10494999999999999,0.514656,Ornellaia,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
6967,Pian delle Vigne Brunello di Montalcino ,4.3,Brunello di Montalcino,2003,633.13 ,210,2783.0,0.4485,0.503255,0.0494413,0.601835,Antinori,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6968,Cerequio Barolo ,4.5,Barolo,2003,2569.75 ,124,328.0,0.609506,0.789231,0.078896,0.825,Roberto Voerzio,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6969,d'Alceo ,4.5,Toscana,2003,1080.04 ,131,528.0,0.491711,0.42113599999999995,0.150954,0.41748399999999997,Castello dei Rampolla,semi light,semi smooth,semi dry,semi acidic,Toscana,North,North-west
6970,Falletto Barolo Le Rocche del Falletto ,4.5,Barolo,2003,3053.91 ,74,301.0,0.559928,0.7444719999999999,0.05892580000000001,0.824511,Bruno Giacosa,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6971,Ornato Barolo ,4.5,Barolo,2003,999 ,149,784.0,0.607333,0.757962,0.0464421,0.825,Pio Cesare,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6972,Redigaffi Toscana ,4.5,Toscana,2003,3314.98 ,78,641.0,0.506769,0.392239,0.144144,0.406633,Tua Rita,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
6973,Vürsù Barbaresco Gallina ,4.4,Barbaresco,2003,995 ,128,686.0,0.608424,0.68566,0.0415303,0.825,La Spinetta,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6974, anni Montefalco Sagrantino ,4.3,Montefalco Sagrantino,2003,370.94 ,276,536.0,0.550881,0.49922400000000006,0.0349676,0.42432400000000003,Arnaldo-Caprai,semi bold,semi tannic,dry,semi acidic,Umbria,Central,Central
6975,Campolongo di Torbe Amarone della Valpolicella Classico ,4.6,Amarone della Valpolicella Classico,2003,856.58 ,187,526.0,0.825,0.23585699999999998,0.4831399999999999,0.19349799999999998,Masi,bold,smooth,sweet,soft,Veneto,North,North-east
6976,Toscana ,4.7,Toscana,2003,7500 ,337,1102.0,0.532506,0.433604,0.151432,0.435755,Masseto,semi bold,semi smooth,semi dry,semi acidic,Toscana,North,North-west
6977,Vigneti di Osan Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2003,1250 ,51,14.0,0.496346,0.639038,0.0,0.6511539999999999,Terrasole,semi light,semi tannic,dry,acidic,Veneto,North,North-east
6978,Brunello di Montalcino Riserva ,4.7,Brunello di Montalcino,2003,6852.67 ,326,520.0,0.403514,0.540698,0.10267899999999999,0.6111,Soldera,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6979,Barolo Cascina Francia ,4.5,Barolo,2003,2675 ,277,686.0,0.59654,0.749562,0.0535222,0.800543,Giacomo Conterno,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6980,San Leonardo ,4.3,Vigneti delle Dolomiti,2003,573.54 ,319,1524.0,0.593805,0.395659,0.144324,0.284146,San Leonardo,semi bold,semi smooth,dry,semi soft,Veneto,North,North-east
6981,Turriga Isola dei Nuraghi ,4.3,Isola dei Nuraghi,2003,551.19 ,335,990.0,0.822483,0.41943199999999997,0.262245,0.25316500000000003,Argiolas,bold,semi smooth,semi dry,semi soft,Sardegna,West,West
6982,Fossati Case Nere Barolo  Riserva  Anni ,4.6,Barolo,2003,3491.51 ,114,136.0,0.621373,0.762481,0.0383906,0.819422,Roberto Voerzio,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6983,Rocche dell'Annunziata Barolo Riserva ,4.4,Barolo,2003,1109.84 ,31,308.0,0.59342,0.781958,0.05969239999999999,0.825,Paolo Scavino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6984,Vürsù Barbaresco Valeirano ,4.6,Barbaresco,2003,999 ,109,495.0,0.624961,0.703278,0.0666843,0.825,La Spinetta,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6985,Conteisa Langhe ,4.4,Langhe,2003,1295 ,65,356.0,0.60058,0.38274,0.17748799999999998,0.24555999999999997,Gaja,semi bold,semi smooth,semi dry,semi soft,Piemonte,North,North-west
6986,Costa Russi (Barbaresco) Langhe ,4.6,Langhe,2003,2475 ,75,417.0,0.594927,0.645936,0.094607,0.824943,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6987,Riserva vecchie viti dei Capalot e delle Brunate Barolo ,4.6,Barolo,2003,1109.17 ,29,47.0,0.620432,0.797387,0.206064,0.8136969999999999,Roberto Voerzio,semi bold,tannic,semi dry,acidic,Piemonte,North,North-west
6988,Cerequio Barolo ,4.5,Barolo,2003,2569.75 ,124,328.0,0.609506,0.789231,0.078896,0.825,Roberto Voerzio,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6989,Corpus Amarone della Valpolicella ,4.7,Amarone della Valpolicella,2003,998.50 ,62,25.0,0.7745569999999999,0.190796,0.504273,0.244245,Villa Rinaldi,bold,smooth,sweet,semi soft,Veneto,North,North-east
6990,Toscana ,4.7,Toscana,2003,8499 ,337,1102.0,0.532506,0.433604,0.151432,0.435755,Masseto,semi bold,semi smooth,semi dry,semi acidic,Toscana,North,North-west
6991,Sorì San Lorenzo ,4.7,Langhe,2003,2500 ,97,519.0,0.605573,0.7788679999999999,0.082209,0.825,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
6992,Brunello di Montalcino Riserva ,4.7,Brunello di Montalcino,2003,6852.67 ,326,520.0,0.403514,0.540698,0.10267899999999999,0.6111,Soldera,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
6993,Acinatico Amarone della Valpolicella Classico ,4.6,Amarone della Valpolicella Classico,2003,459 ,32,518.0,0.825,0.210656,0.47470300000000004,0.19781300000000002,Stefano Accordini,bold,smooth,sweet,soft,Veneto,North,North-east
6994,Macchiona ,4.6,Emilia,2003,288 ,32,496.0,0.642,0.458902,0.132357,0.325229,La Stoppa,semi bold,semi tannic,dry,semi soft,Emilia Romagna,North,North
6995,Riserva vigneto Pozzo dell'Annunziata Barbera d'Alba ,4.6,Barbera d'Alba,2003,3091.15 ,36,83.0,0.55398,0.19471800000000003,0.124463,0.6167130000000001,Roberto Voerzio,semi bold,smooth,dry,semi acidic,Piemonte,North,North-west
6996,Valpolicella Superiore Monte Lodoletta ,4.5,Valpolicella,2003,649 ,320,1740.0,0.5138159999999999,0.36154200000000003,0.227792,0.531579,Dal Forno Romano,semi light,semi smooth,semi dry,semi acidic,Veneto,North,North-east
6997,Amarone della Valpolicella Classico ,4.6,Amarone della Valpolicella Classico,2003,516.53 ,37,17.0,0.825,0.162866,0.49875,0.20116399999999998,Menegolli,bold,smooth,sweet,soft,Veneto,North,North-east
6998,Amarone della Valpolicella Classico Cavaion Veronese ,4.6,Amarone della Valpolicella Classico,2003,950.59 ,65,242.0,0.825,0.223721,0.438223,0.216414,Cesari,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
6999,Corpus Amarone della Valpolicella ,4.7,Amarone della Valpolicella,2003,998.50 ,62,25.0,0.7745569999999999,0.190796,0.504273,0.244245,Villa Rinaldi,bold,smooth,sweet,semi soft,Veneto,North,North-east
7000,Collezione Ca' Del Pipa Cinque Stelle Amarone della Valpolicella Classico ,4.7,Amarone della Valpolicella Classico,2003,550 ,55,222.0,0.825,0.24374700000000002,0.441794,0.22743000000000002,Castellani Michele,bold,smooth,sweet,semi soft,Veneto,North,North-east
7001,Tenuta Tignanello 'Solaia' ,4.6,Toscana,2003,2310.07 ,919,3044.0,0.496492,0.386851,0.12366400000000001,0.41828000000000004,Antinori,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
7002,Brunello di Montalcino ,4.4,Brunello di Montalcino,2003,991.40 ,355,1937.0,0.429786,0.560222,0.048066899999999996,0.6102989999999999,Biondi-Santi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
7003,Toscana Rosso ,4.6,Toscana,2003,1824.90 ,46,333.0,0.509388,0.40503100000000003,0.173684,0.436474,Tenuta di Trinoro,semi light,semi smooth,semi dry,semi acidic,Toscana,North,North-west
7004,Il Sestante Monte Masua Amarone della Valpolicella Classico ,4.6,Amarone della Valpolicella Classico,2003,263.16 ,58,184.0,0.825,0.222519,0.483776,0.183999,Tommasi,bold,smooth,sweet,soft,Veneto,North,North-east
7005,Brunate  Barolo ,4.4,Barolo,2003,2942.18 ,83,296.0,0.624278,0.7776460000000001,0.07493880000000001,0.819957,Roberto Voerzio,semi bold,tannic,dry,acidic,Piemonte,North,North-west
7006,Bolgheri Superiore ,4.7,Bolgheri Superiore,2003,2312.78 ,753,4669.0,0.618908,0.6231570000000001,0.10494999999999999,0.514656,Ornellaia,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
7007,Amarone della Valpolicella Classico Vigneto Alto TB ,4.7,Amarone della Valpolicella Classico,2003,1250 ,119,143.0,0.825,0.203448,0.506769,0.169234,Bussola,bold,smooth,sweet,soft,Veneto,North,North-east
7008,Vigna Rionda Barolo ,4.6,Barolo,2003,975 ,27,194.0,0.589762,0.701724,0.0301802,0.809324,Luigi Oddero,semi bold,tannic,dry,acidic,Piemonte,North,North-west
7009,Amarone ,4.6,Toscana,2003,463.70 ,29,1.0,0.825,0.23534500000000003,0.4,0.212069,Leone di Venezia,bold,smooth,semi sweet,soft,Toscana,North,North-west
7010,Sassicaia ,4.6,Bolgheri Sassicaia,2003,3888.94 ,2067,7839.0,0.593765,0.623046,0.083157,0.5236930000000001,Tenuta San Guido,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
7011,Sassicaia ,4.6,Bolgheri Sassicaia,2003,3888.94 ,2067,7841.0,0.593748,0.6230450000000001,0.08316499999999999,0.5236930000000001,Tenuta San Guido,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
7012,Barbaresco ,4.5,Barbaresco,2003,1595 ,386,2458.0,0.580398,0.659833,0.046512899999999996,0.825,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
7013,Brunello di Montalcino ,4.2,Brunello di Montalcino,2003,375 ,439,5600.0,0.445592,0.517683,0.013750300000000002,0.6005980000000001,Banfi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
7014,Tignanello ,4.4,Toscana,2003,799 ,900,12013.0,0.493709,0.389922,0.076864,0.419014,Antinori,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
7015,Darmagi Langhe ,4.6,Langhe,2003,1117.28 ,88,421.0,0.6562100000000001,0.427751,0.151451,0.244873,Gaja,semi bold,semi smooth,semi dry,semi soft,Piemonte,North,North-west
7016,Rocche dell'Annunziata Barolo Riserva ,4.4,Barolo,2003,1109.84 ,31,308.0,0.59342,0.781958,0.05969239999999999,0.825,Paolo Scavino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
7017,Il Caberlot ,4.4,Toscana,2003,5165.20 ,32,221.0,0.511466,0.382629,0.152539,0.41733999999999993,Podere Il Carnasciale,semi light,semi smooth,semi dry,semi acidic,Toscana,North,North-west
7018,Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2003,879 ,636,1598.0,0.816716,0.226318,0.43656100000000003,0.227538,Bertani,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
7019,Vürsù Barbaresco Gallina ,4.4,Barbaresco,2003,995 ,128,686.0,0.608424,0.68566,0.0415303,0.825,La Spinetta,semi bold,tannic,dry,acidic,Piemonte,North,North-west
7020,Barbaresco ,4.5,Barbaresco,2003,1340.74 ,386,2458.0,0.580398,0.659833,0.046512899999999996,0.825,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
7021,Vürsù Barbaresco Starderi ,4.3,Barbaresco,2003,1299 ,219,485.0,0.619091,0.7191240000000001,0.07349919999999999,0.825,La Spinetta,semi bold,tannic,dry,acidic,Piemonte,North,North-west
7022,Sassontino ,4.3,Toscana,2003,1299 ,59,107.0,0.529237,0.37084000000000006,0.026977099999999997,0.451929,La Spinetta,semi bold,semi smooth,dry,semi acidic,Toscana,North,North-west
7023,Sezzana ,3.8,Toscana,2003,1299 ,59,85.0,0.453285,0.374698,0.023326900000000005,0.422095,La Spinetta,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
7024,L'Amarone della Valpolicella Classico ,4.4,Amarone della Valpolicella Classico,2003,445 ,41,472.0,0.825,0.204605,0.460944,0.212923,Buglioni,bold,smooth,sweet,semi soft,Veneto,North,North-east
7025,Amarone della Valpolicella Classico ,4.8,Amarone della Valpolicella Classico,2003,1597.34 ,728,890.0,0.7974840000000001,0.23896,0.476406,0.240069,Quintarelli Giuseppe,bold,smooth,sweet,semi soft,Veneto,North,North-east
7026,Barolo Riserva Monprivato Cà d'Morissio ,4.6,Barolo,2003,3595.51 ,85,84.0,0.581082,0.790542,0.015790199999999997,0.825,Mascarello Giuseppe e Figlio,semi bold,tannic,dry,acidic,Piemonte,North,North-west
7027,Brunello di Montalcino ,4.6,Brunello di Montalcino,2003,260.70 ,26,113.0,0.41695,0.5140979999999999,0.0,0.606722,Collelceto,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
7028,Brunate - Le Coste Barolo ,4.6,Barolo,2003,2500 ,77,273.0,0.5737939999999999,0.716505,0.035985199999999995,0.80762,Giuseppe Rinaldi,semi bold,tannic,dry,acidic,Piemonte,North,North-west
7029,Tenuta Greppone Mazzi Brunello di Montalcino ,4.2,Brunello di Montalcino,2003,531.90 ,257,698.0,0.423245,0.514476,0.031125300000000005,0.5927279999999999,Ruffino,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
7030,Riserva vigneto Pozzo dell'Annunziata Barbera d'Alba ,4.6,Barbera d'Alba,2003,3091.15 ,36,83.0,0.55398,0.19471800000000003,0.124463,0.6167130000000001,Roberto Voerzio,semi bold,smooth,dry,semi acidic,Piemonte,North,North-west
7031,La Mattonara Amarone della Valpolicella Classico Riserva ,4.8,Amarone della Valpolicella Classico,2003,1861.39 ,138,127.0,0.8190000000000001,0.211774,0.474391,0.222806,Zýmē,bold,smooth,sweet,semi soft,Veneto,North,North-east
7032,Brunello di Montalcino Riserva ,4.8,Brunello di Montalcino,2003,830.48 ,38,9.0,0.652993,0.648902,0.014886400000000001,0.6718559999999999,Tornesi,semi bold,tannic,dry,acidic,Toscana,North,North-west
7033,Amarone della Valpolicella Case Vecie ,4.5,Amarone della Valpolicella Classico,2003,419 ,65,394.0,0.825,0.238049,0.458008,0.22474,Brigaldara,bold,smooth,sweet,semi soft,Veneto,North,North-east
7034,Fratta ,4.5,Breganze,2003,319.92 ,41,104.0,0.630029,0.38414000000000004,0.184753,0.23871099999999998,Maculan,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
7035,Il Bricco Barbaresco ,4.3,Barbaresco,2003,999 ,55,402.0,0.58816,0.665042,0.045343800000000004,0.825,Pio Cesare,semi bold,tannic,dry,acidic,Piemonte,North,North-west
7036,Oracolo Veneto Rosso ,4.8,Veneto,2003,975 ,30,9.0,0.687061,0.380614,0.216301,0.177091,Inama Azienda Agricola,bold,semi smooth,semi dry,soft,Veneto,North,North-east
7037,Il Bosco Amarone Della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2003,666.65 ,83,226.0,0.818082,0.255967,0.438005,0.225533,Cesari,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
7038,Amarone della Valpolicella Classico Riserva ,4.8,Amarone della Valpolicella Classico,2003,7448.56 ,123,57.0,0.825,0.23508199999999999,0.520732,0.256912,Quintarelli Giuseppe,bold,smooth,sweet,semi soft,Veneto,North,North-east
7039,Redigaffi Toscana ,4.5,Toscana,2003,3314.98 ,78,641.0,0.506769,0.392239,0.144144,0.406633,Tua Rita,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
7040,Bigolla ,4.3,Colli Tortonesi,2003,300 ,71,40.0,0.537286,0.295885,0.156354,0.527326,Vigneti Massa,semi bold,semi smooth,semi dry,semi acidic,Piemonte,North,North-west
7041,Falletto Barolo Le Rocche del Falletto ,4.5,Barolo,2003,3053.91 ,74,301.0,0.559928,0.7444719999999999,0.05892580000000001,0.824511,Bruno Giacosa,semi bold,tannic,dry,acidic,Piemonte,North,North-west
7042,Brunello di Montalcino  Montosoli ,4.5,Brunello di Montalcino,2003,550 ,94,911.0,0.45150199999999996,0.552254,0.036742599999999986,0.631425,Altesino,semi light,semi tannic,dry,acidic,Toscana,North,North-west
7043,Amarone della Valpolicella Classico ,4.8,Amarone della Valpolicella Classico,2003,1597.34 ,727,890.0,0.7974840000000001,0.23896,0.476406,0.240069,Quintarelli Giuseppe,bold,smooth,sweet,semi soft,Veneto,North,North-east
7044,Barolo ,4.3,Barolo,2003,599 ,115,742.0,0.614209,0.756722,0.07526,0.7959499999999999,Elio Altare,semi bold,tannic,dry,acidic,Piemonte,North,North-west
7045,Cannubi San Lorenzo - Ravera Barolo ,4.5,Barolo,2003,892.85 ,61,140.0,0.562216,0.766455,0.083001,0.798411,Giuseppe Rinaldi,semi bold,tannic,dry,acidic,Piemonte,North,North-west
7046,La Fabriseria Amarone della Valpolicella Classico ,4.9,Amarone della Valpolicella Classico,2003,1100 ,40,83.0,0.825,0.251326,0.43996999999999997,0.250195,Tedeschi,bold,smooth,sweet,semi soft,Veneto,North,North-east
7047,Mazzano Amarone Della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2003,544.86 ,104,365.0,0.825,0.22477,0.48822000000000004,0.21311800000000003,Roccolo Grassi,bold,smooth,sweet,semi soft,Veneto,North,North-east
7048,Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2003,300 ,63,29.0,0.823502,0.184555,0.43667,0.24097200000000002,Conati,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
7049,Tignanello ,4.4,Toscana,2003,799 ,900,12013.0,0.493718,0.389913,0.07685800000000001,0.419002,Antinori,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
7050,Brunello di Montalcino Vigna Spuntali ,4.5,Brunello di Montalcino,2003,355.82 ,77,391.0,0.490354,0.573849,0.0330124,0.608093,Val di Suga,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
7051,Barolo Riserva Monfortino ,4.7,Barolo,2002,9995 ,346,405.0,0.5910759999999999,0.7776879999999999,0.0715777,0.804995,Giacomo Conterno,semi bold,tannic,dry,acidic,Piemonte,North,North-west
7052,Giusto di Notri Toscana ,4.3,Toscana,2002,1233.48 ,69,1049.0,0.5166499999999999,0.419907,0.08684000000000001,0.42758,Tua Rita,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
7053,Toscana ,4.7,Toscana,2002,5495 ,413,1102.0,0.532506,0.433604,0.151432,0.435755,Masseto,semi bold,semi smooth,semi dry,semi acidic,Toscana,North,North-west
7054,Terra di Lavoro ,4.1,Roccamonfina,2002,446.91 ,45,1046.0,0.8165299999999999,0.433211,0.256693,0.257269,Galardi,bold,semi smooth,semi dry,semi soft,Campania,South,South-west
7055,Luce ,4.6,Toscana,2002,707.61 ,28,1783.0,0.495659,0.41206600000000004,0.092171,0.43135100000000004,Luce della Vite,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
7056,Sassicaia ,4.6,Bolgheri Sassicaia,2002,1854.69 ,1460,7839.0,0.593765,0.623046,0.083157,0.5236930000000001,Tenuta San Guido,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
7057,Cosimo Varvaglione Collezione Privata Primitivo di Manduria ,4.8,Primitivo di Manduria,2002,1264.74 ,66,341.0,0.669509,0.193387,0.464808,0.101898,Varvaglione,semi bold,smooth,sweet,soft,Puglia,East,South-east
7058,Tenuta Tignanello 'Solaia' ,4.5,Toscana,2002,2979.42 ,868,3044.0,0.496492,0.386851,0.12366400000000001,0.41828000000000004,Antinori,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
7059,Amarone della Valpolicella Monte Lodoletta ,4.7,Amarone della Valpolicella,2002,2343.32 ,190,928.0,0.825,0.25607800000000003,0.502147,0.196691,Dal Forno Romano,bold,smooth,sweet,soft,Veneto,North,North-east
7060,Bolgheri Superiore ,4.6,Bolgheri Superiore,2002,1489.71 ,617,4669.0,0.618908,0.6231570000000001,0.10494999999999999,0.514656,Ornellaia,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
7061,Veneto Rosso del Bepi ,4.7,Veneto,2002,1195 ,522,473.0,0.639235,0.378224,0.244687,0.25383500000000003,Quintarelli Giuseppe,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
7062,Brunello di Montalcino ,4.5,Brunello di Montalcino,2002,746.20 ,53,33.0,0.6339239999999999,0.757506,0.0,0.763273,Bovio,semi bold,tannic,dry,acidic,Toscana,North,North-west
7063,Edizione Cinque Autoctoni ,4.6,Abruzzo,2002,149 ,34,3941.0,0.698018,0.355739,0.26025200000000004,0.278428,Farnese,bold,semi smooth,semi dry,semi soft,Abruzzo,East,East
