,price,light-bold,smooth-tannic,dry-sweet,soft-acidic,alcohol_pct,residual_sugar_g/l,acidity_g/l,winery
1394,849 kr.,64.8493,76.6072,4.34434,84.1639,14.5,,,Cavallotto
1395,204.84 kr.,33.3556,26.2845,11.355,62.5252,13.5,,,Elena Walch
1396,169 kr.,63.326,47.6562,19.7984,25.8119,13.5,,,Peter Sölva
1397,798.49 kr.,62.1051,80.5789,4.58164,84.0765,14,,,Comm. G.B. Burlotto
1398,123.05 kr.,66.016,48.6793,1.712,44.4853,14.5,,,Cantina di Dolianova
1399,58.84 kr.,76.0982,42.9458,25.1755,28.8437,13.5,,,Cusumano
1400,209 kr.,49.6334,52.6254,8.01413,62.6391,,,,Fattoria I Veroni
1401,103.53 kr.,44.7621,38.8059,6.85197,47.9901,,,,Masciarelli
1402,59.51 kr.,50.0814,47.399,6.50965,46.7983,,,,Di Majo Norante
1403,283.43 kr.,64.4181,39.4869,12.5829,29.61,13,,,Alois Lageder
1404,55.86 kr.,34.2488,46.408,0.82928,68.7049,13.5,,,Torre Raone
1405,90.72 kr.,85,38.7808,33.6257,23.9974,,,,Terre Nobili
1406,399 kr.,44.9823,59.1717,6.85175,64.7983,13,,,Fèlsina
1407,86.40 kr.,59.6452,39.5308,9.73654,31.0824,14,,,Parusso
1408,138 kr.,53.4245,39.5665,7.425,45.018,14,,,Salustri
1409,670.37 kr.,54.2215,73.9794,3.00466,79.1842,,,,Roagna
1410,70.76 kr.,56.6661,32.2626,8.3768,65.1354,14.5,,,Roberto Ferraris
1411,450 kr.,55.9537,42.318,18.2363,46.6189,,,,Poderi del Paradiso
1412,299 kr.,61.8634,80.8688,6.67987,85,,,,Costa di Bussia - Tenuta Arnulfo
1413,222.71 kr.,50.9018,49.5247,8.21343,66.0319,,,,Arceno
1414,125 kr.,62.594,34.8515,15.0986,28.9958,14,,,Paolo Manzone
1415,70.31 kr.,57.4498,35.0453,5.46161,35.9656,,,,Franz Gojer
1416,285 kr.,52.2711,42.969,18.7819,46.7666,,,,Duemani
1417,179 kr.,47.9773,32.8813,0,41.8779,,,,Pepi Lignana
1418,299 kr.,85,22.6273,50.8058,22.0794,,,,Alpha Zeta
1419,414.50 kr.,65.1954,79.3208,6.10821,85,,,,Gianfranco Alessandria
1420,179 kr.,63,16.3,29.85,4.4,,,,Ioniς (Ionis)
1421,65 kr.,64.0727,18.045,50.3777,10.4876,,,,Botter
1422,148 kr.,61.8746,79.778,3.99742,81.5414,,,,Monchiero Carbone
1423,149 kr.,66.4076,38.3735,18.1695,25.1645,,,,Allegrini
1424,150 kr.,65.0174,35.6481,19.2634,21.4667,,,,Bertani
1425,500 kr.,61.8152,74.66,1.87704,85,,,,Fratelli Revello
1426,369 kr.,71.2517,64.5083,0.660597,57.5033,,,,Donna Olimpia
1427,515.37 kr.,68.1809,85,9.05145,85,,,,Sordo
1428,168.37 kr.,51.33,43.422,7.28425,45.9761,,,,Carpineto
1429,199.47 kr.,68.4472,55.1356,20.5324,32.0789,14,,,Laimburg
1430,178.69 kr.,59.3138,41.7823,17.1,32.7478,,,,Livio Felluga
1431,73 kr.,57.3005,20.2652,8.17929,67.3561,14,,,Luigi Tacchino
1432,399 kr.,85,25.2219,47.2477,25.6063,15.5,,,Bertani
1433,95.27 kr.,83.2744,42.2784,28.7181,33.7351,13.5,,,Mandrarossa
1434,249.95 kr.,85,42.6793,31.0413,27.3734,14.5,,,Feudo Maccari
1435,435 kr.,76.8219,43.71,23.2896,31.5284,13.5,,,Palari
1436,244.70 kr.,76.0736,39.6936,26.8777,30.8723,13.5,,,Palari
1437,235 kr.,85,42.75,25.6649,25.0859,13.5,,,Donnachiara
1438,256.98 kr.,70.7265,40.6539,23.7288,22.28,15.5,,,De Stefani
1439,110.98 kr.,73.3348,40.7388,27.4799,29.2418,,,,Campisi
1440,55.86 kr.,68.9832,26.1851,38.0633,22.6986,,,,Produttori Vini Manduria
1441,149 kr.,85,34.8267,32.5578,24.3336,14,,,Candido
1442,85.58 kr.,85,40.7992,36.0281,26.59,14,,,Schola Sarmenti
1443,4317.18 kr.,62.0585,76.9877,9.434,82.3003,,,,Sandrone
1444,499 kr.,66.9451,62.3911,9.63142,64.4526,,,,Mamete Prevostini
1445,85 kr.,49.6671,35.5202,15.3733,27.1851,12,6,5,Lenotti
1446,179 kr.,81.8425,40.9532,26.47,29.5184,13.5,3,3,Planeta
1447,749 kr.,63.9871,79.0804,3.88961,85,,,,Rivetto
1448,58.10 kr.,47.2968,38.431,5.73775,41.5982,14.5,,,Fanti
1449,387.33 kr.,85,50.7993,25.1717,35.3523,,,,Perillo
1450,61 kr.,78.9631,42.252,30.8581,27.8401,13,10,6,Zabu
1451,90 kr.,59.0574,31.5507,8.88345,23.6486,12.5,,,Cavit
1452,108.53 kr.,81.6846,42.7395,28.5494,29.3455,13.5,,,Feudi del Pisciotto
1453,266.96 kr.,78.2072,27.3643,41.8984,26.1263,,,,Spada
1454,484.16 kr.,47.764,41.8995,12.5014,47.4231,13,,,Isole e Olena
1455,129.98 kr.,61.7617,35.9943,15.7452,30.5084,13.5,,,Serafini & Vidotto
1456,137.43 kr.,31.0689,20.8937,5.33117,66.5574,13.5,,,Terlan (Terlano)
1457,112 kr.,58.0526,35.8466,24.7372,39.4659,,,,Pizzolato
1458,42.83 kr.,57.9351,39.9205,21.3639,25.138,12.5,9,5,Lenotti
1459,259.95 kr.,45.2489,56.4759,6.15239,64.134,,,,Ricasoli
1460,166.25 kr.,83.3125,42.8322,27.7834,28.1425,14.5,,,Argiolas
1461,737.41 kr.,50.3746,54.3639,0,67.2303,,,,Volpaia
1462,640 kr.,74.571,44.0484,23.1017,31.6103,14,,,Tenuta delle Terre Nere
1463,81.95 kr.,61.1727,48.924,11.6836,34.5181,13,,,Pandolfa
1464,134.07 kr.,58.8085,28.5641,26.1565,39.2578,13.5,,,Cantine Leonardo da Vinci
1465,253.40 kr.,81.5811,39.9048,29.0095,30.4717,14.5,,,Tasca d'Almerita
1466,70.61 kr.,55.0402,44.188,15.7685,42.8443,,,,Ferghettina
1467,167 kr.,69.1391,21.1277,42.5813,8.20222,,,,Feudo Croce
1468,222.71 kr.,59.6643,69.3151,4.90142,84.962,0.8,,,Elvio Cogno
1469,194.11 kr.,51.6464,44.2779,11.4925,44.9338,14,,,San Felice
1470,109.94 kr.,80.5486,37.2171,29.165,29.481,,,,Hauner
1471,235 kr.,47.815,34.6113,10.9513,44.3075,,,,Pian dell'Orino
1472,141.22 kr.,55.1338,22.3416,7.79342,65.8555,14,,,Sottimano
1473,179.95 kr.,48.0808,55.6658,5.43276,63.3899,13.5,,,Antinori
1474,360.58 kr.,73.2972,46.1738,22.8224,38.8062,14.5,,,Girolamo Russo
1475,129.98 kr.,45.8127,32.6777,17.0967,54.2986,,,,Ca La Bionda
1476,790.46 kr.,62.7253,69.6014,8.08953,83.5383,,,,Pelissero
1477,208.56 kr.,69.6222,44.6271,14.6953,27.1886,,,,Pelissero
1478,108.90 kr.,45.3251,54.7061,1.08566,64.3533,14,,,Melini
1479,204 kr.,62.6686,81.8718,0,83.4959,,,,Orlando Abrigo
1480,195 kr.,44.8451,43.0081,3.39233,49.2699,,,,Podere le Ripi
1481,163.35 kr.,32.5333,21.322,6.14015,61.825,,,,St. Pauls
1482,291.54 kr.,63.324,40.7159,14.9367,30.8846,,,,Ca' del Bosco
1483,112 kr.,47.3553,40.9764,9.97882,42.0176,,,,Garofoli
1484,108.15 kr.,47.333,39.6435,7.63357,44.7064,,,,Mantellassi
1485,1258.81 kr.,67.2641,82.121,0.058465,59.9436,,,,Michele Satta
1486,89.01 kr.,43.6601,42.8548,7.77387,47.9211,13.5,,,Poggio Argentiera
1487,98.32 kr.,65.4295,35.4357,29.0054,25.4353,,,,Scriani
1488,86.40 kr.,69.3682,21.6454,41.4795,11.4775,,,,Sigillo
1489,57.50 kr.,74.8846,40.8721,27.7627,28.9382,13,2,5,Torrevento
1490,120.44 kr.,65.2944,62.3595,0,61.4896,,,,Tringali-Casanuova - Pietra-Nova
1491,283.86 kr.,64.3862,64.7261,15.1643,50.4832,,,,Tringali-Casanuova - Pietra-Nova
1492,149.27 kr.,60.8822,36.008,27.5393,31.1883,,,,Valentina Cubi
1493,107.41 kr.,59.5716,71.7161,14.4353,84.4045,12.5,,,Triacca
1494,42.75 kr.,74.8481,44.337,18.794,31.4304,13,6,5,Feudo Arancio
1495,1124 kr.,64.0135,77.9908,12.1489,85,,,,Boroli
1496,297.94 kr.,55.1112,43.4294,13.7019,43.0713,13.5,,,Avignonesi
1497,585.83 kr.,62.4825,75.5816,3.13563,83.3491,12,,,Marchesi di Barolo
1498,181.15 kr.,50.8275,41.876,8.41098,44.023,14.5,,,Rocca delle Macìe
1499,122.60 kr.,84.5224,47.4696,19.9551,29.908,14,,,Vinosia
1500,154 kr.,58.404,22.0956,18.8288,64.5652,14.5,,,Il Cascinone
1501,200 kr.,41.351,43.2152,1.095,50.0548,,,,Ampeleia
1502,113.22 kr.,40.1382,40.1382,1.08823,44.8059,13.5,,,Cantine Leonardo da Vinci
1503,112.47 kr.,85,43.6893,24.5902,28.2634,,,,Rivera
1504,126.63 kr.,49.2277,41.0622,4.31725,48.3548,15,,,Montesecondo
1505,122.90 kr.,83.1899,54.7205,21.1938,38.2704,,,,I Favati
1506,154.93 kr.,44.7853,45.6472,12.8988,56.7301,,,,Trabucchi d'Illasi
1507,461.81 kr.,32.1205,22.0262,11.5014,63.656,13,,,Manincor
1508,88.64 kr.,38.0716,26.2811,5.93919,62.523,,,,Panizzi
1509,214.52 kr.,85,42.3732,26.328,19.6506,14,,,Spadafora
1510,627.16 kr.,47.3498,52.8254,7.44435,62.6838,,,,Antinori
1511,163.87 kr.,73.3589,52.6217,23.7443,37.6178,,,,Eduardo Torres Acosta
1512,81.86 kr.,49.4367,41.503,5.15474,44.1563,13.5,2,2,Di Majo Norante
1513,186.21 kr.,60.4631,47.6909,7.74359,37.3406,,,,Tenute Sella
1514,1409.64 kr.,54.4127,46.9332,20.3521,44.9916,15.5,,,Tenuta di Trinoro
1515,486.69 kr.,68.1376,73.9787,0,81.7655,13,,,Sottimano
1516,364.01 kr.,61.0411,42.655,14.8123,34.8738,13,,,Foradori
1517,737.41 kr.,66.6679,81.2177,10.9644,84.6699,14.5,,,Cavallotto
1518,294.22 kr.,68.7716,45.3513,18.7749,30.9417,13.5,,,Zýmē
1519,521.70 kr.,55.149,37.9866,16.8842,35.7801,,,,Ca' del Bosco
1520,100.56 kr.,48.9017,40.1604,7.56872,45.7203,14,,,Tua Rita
1521,170.57 kr.,48.6959,41.8675,8.4984,45.7669,14,,,Lungarotti
1522,101.30 kr.,66.2311,41.4014,15.4581,21.7189,,,,Cantrina
1523,75.98 kr.,53.9836,44.9095,5.94655,41.2966,,,,Cantrina
1524,329 kr.,66.3687,19.6176,44.2637,14.9896,15.5,,,Gianfranco Fino
1525,129 kr.,55.8737,20.5804,9.92772,69.3984,,,,Monchiero Carbone
1526,159.77 kr.,80.8771,41.4726,23.4329,32.1302,13,,,COS
1527,,53.9569,19.7403,10.5202,63.0437,13.5,,,Cascina Castlet
1528,129 kr.,59.6114,48.4967,12.2406,34.3911,,,,Fattoria Zerbina
1529,229.79 kr.,60.3909,37.9478,19.9714,28.4921,,,,Quintarelli Giuseppe
1530,118.13 kr.,64.8471,41.5632,30.5572,26.3313,,,,Le Salette
1531,127 kr.,52.9947,19.9536,5.53725,63.258,14.5,,,Marchesi di Barolo
1532,254.40 kr.,61.784,71.4767,6.69355,82.5206,14,,,Bersano
1533,122.90 kr.,79.9204,51.4888,25.086,38.3994,13,,,Luigi Maffini
1534,550 kr.,61.4327,74.7933,8.02399,76.7642,15,,,Borgogno
1535,87.89 kr.,80.0709,34.0914,28.2854,28.1334,14,,,Carpentiere
1536,177.87 kr.,85,47.1485,31.2363,26.7635,15,1,5.8,Cusumano
1537,209.90 kr.,69.3248,47.599,21.813,38.626,13.5,,,Cusumano
1538,459 kr.,66.2863,75.2285,1.93126,83.8891,14.5,,,Mauro Veglio
1539,238.35 kr.,59.8354,26.4181,5.25862,64.3644,,,,Mauro Veglio
1540,118.43 kr.,63.7814,37.4624,22.1201,24.5896,,,,Endrizzi
1541,200 kr.,48.9554,41.9483,5.47234,43.5113,14,,,Banfi
1542,82.90 kr.,77.2869,43.3328,20.101,34.9464,13,,,Feudi di San Gregorio
1543,155.12 kr.,44.5792,34.8913,11.6114,47.8153,13.5,,,Tenuta Il Palagio
1544,90.57 kr.,32.2127,44.5706,3.61508,68.6032,14,,,Ciavolich
1545,557.35 kr.,64.9615,64.8878,8.37467,54.1644,14.5,,,Ornellaia
1546,114.41 kr.,48.2272,43.4417,13.0094,47.6176,14.5,,,Monteverro
1547,119 kr.,67.3579,21.7667,43.9914,11.4262,,,,San Marzano
1548,375.93 kr.,61.3414,72.2339,8.67942,85,14,,,Produttori del Barbaresco
1549,399 kr.,51.8559,42.2138,14.577,44.5806,14,,,Monteverro
1550,95.34 kr.,49.9736,22.0787,8.50301,67.5733,,,,Paolo Conterno
1551,207.81 kr.,50.2494,45.9541,8.44199,47.1736,14,,,Lungarotti
1552,89.31 kr.,66.9959,44.5431,25.4533,34.5034,14,,5,Firriato
1553,81.19 kr.,62.1436,33.5424,61.1491,21.9345,14,,,Firriato
1554,290.49 kr.,51.3546,43.0633,7.94205,47.8709,14,,,Avignonesi
1555,100.56 kr.,56.4561,37.1924,0,54.3015,13.5,,,Grillesino
1556,227.33 kr.,47.9955,55.0878,6.40419,63.1774,13.5,,,Antinori
1557,81.56 kr.,28.7281,21.3123,5.04069,66.5028,13,,,Tramin
1558,126.25 kr.,49.1057,35.7881,6.33687,44.1458,14,,,Petra
1559,125.88 kr.,42.2943,40.8926,5.87691,47.3022,13.5,,,Tenuta CastelGiocondo
1560,252.51 kr.,53.5631,47.2238,10.065,47.1353,,,,Montepeloso
1561,269 kr.,37.9441,24.3479,7.35651,65.0861,14,,,Stroblhof
1562,312.84 kr.,43.7809,18.0045,8.09383,64.2558,13.5,,,Stroblhof
1563,300 kr.,56.2286,32.0885,18.1354,55.2326,,,,Vigneti Massa
1564,632.50 kr.,49.6055,41.7604,9.18853,46.6087,14,,,Isole e Olena
1565,492.35 kr.,38.9133,26.78,6.85113,66.4583,13.5,,,J. Hofstätter
1566,780.09 kr.,54.9695,45.742,10.5774,46.2731,14,,,Duemani
1567,411.91 kr.,60.4189,80.3048,9.39795,83.9093,14,,,Antoniolo
1568,106 kr.,65.5336,38.5043,26.6624,31.8348,13.5,0.1,5,Santadi
1569,46.18 kr.,42.3265,38.4694,3.21715,44.8663,,,,Frescobaldi
1570,145 kr.,42.9918,43.6593,5.34821,51.9986,13,,,Podere San Cristoforo
1571,192 kr.,59.5,79.6388,0.658245,85,13.5,,,Prunotto
1572,273.36 kr.,66.1349,34.9247,10.2434,31.322,13.5,,,Prunotto
1573,114.50 kr.,84.1338,40.0315,29.7579,25.1238,14,,,Leone de Castris
1574,171.51 kr.,85,44.8075,28.553,27.4365,14.5,,,Firriato
1575,374.52 kr.,37.2316,33.6393,4.02515,51.3945,14,,,Antinori
1576,70.69 kr.,66.8872,22.372,34.8325,13.8062,14,8,6,Doppio Passo
1577,70.20 kr.,38.3773,40.661,11.8325,64.7563,13.5,6,5,Farnese
1578,140.41 kr.,57.5297,29.0738,9.8082,62.656,14,,,Michele Chiarlo
1579,322.22 kr.,60.4658,72.7816,2.94369,85,14,,,Michele Chiarlo
1580,245.50 kr.,47.2685,37.8588,10.0938,43.9891,13.5,,,Falesco
1581,154.04 kr.,63.4005,39.8252,14.8011,28.2783,,,,Bertani
1582,668.88 kr.,62.8209,76.4454,7.36992,85,14.5,,,Elio Grasso
1583,83.50 kr.,42.5834,56.3343,0,66.8086,13,,,Melini
1584,62.31 kr.,40.7325,36.8299,6.98184,61.273,14,,,Bove
1585,349 kr.,57.7696,71.0541,0,81.672,14.5,,,Albino Rocca
1586,359 kr.,62.7923,70.5685,4.24047,84.1777,14.5,,,Albino Rocca
1587,102.29 kr.,82.8928,44.7451,26.0013,27.3663,14,,,Montevetrano
1588,135.56 kr.,67.5913,21.5689,45.4641,12.4136,14,,,Mocavero
1589,109 kr.,80.9378,35.4409,33.5759,24.5455,14,,,Masseria Borgo dei Trulli
1590,154.19 kr.,64.515,76.4785,3.41914,80.159,14.5,,,Conterno Fantino
1591,85.66 kr.,48.4186,28.4441,29.5333,53.2255,,,,Deltetto
1592,134.07 kr.,78.3328,40.01,26.9027,33.5065,15.5,,,Azienda Agricola Morella
1593,65.55 kr.,67.1881,18.5426,45.8194,11.0108,14,,,Cantine due Palme
1594,69.27 kr.,48.5365,40.4993,8.33753,45.3457,14,,,Tenuta Ammiraglia
1595,269 kr.,60.686,77.5771,17.5688,79.3423,,,,Mamete Prevostini
1596,154.53 kr.,31.1567,24.1329,6.75132,65.2183,,,,H. Lun
1597,85.96 kr.,54.1471,47.1838,6.55147,45.8051,14,,,Geografico
1598,227.18 kr.,85,39.8446,24.6075,25.1274,14.5,0.29,5.4,Siddura
1599,117.17 kr.,46.1663,35.7715,17.3336,38.6063,12.5,,,Foradori
1600,144.50 kr.,69.3204,42.8607,34.5983,23.4528,14,,,Piovene Porto Godi
1601,215 kr.,47.6715,55.9531,5.27869,64.8479,,,,Caparsa
1602,212.62 kr.,85,22.7784,49.237,23.2271,15.5,,,Monte del Frá
1603,55.86 kr.,45.9498,30.0222,17.0154,40.0368,12.5,,,Tramin
1604,128.86 kr.,49.143,58.2795,1.69071,64.7672,,,,Podere Il Palazzino
1605,137.65 kr.,55.079,37.5376,23.5409,35.1357,13,,,Ritterhof
1606,105.10 kr.,25.659,21.1801,0,65.791,12.5,,,Pojer e Sandri
1607,186.21 kr.,67.3478,42.9893,15.5443,26.6547,13.5,5.3,5,Kornell
1608,249 kr.,84.4745,41.1866,30.2833,26.2246,14,,5.9,Planeta
1609,195.30 kr.,59.3881,47.2905,20.7757,33.6039,14,1.5,4.9,Cantina Kaltern
1610,35.17 kr.,79.6782,40.0644,24.0144,29.9616,13,,,Rivera
1611,67.04 kr.,48.2896,44.5306,7.22619,46.0326,14,,,Lungarotti
1612,158.73 kr.,85,40.6106,33.8626,23.2557,14,9,5,Vigneti del Vulture
1613,461.58 kr.,63.2871,70.0734,7.67655,83.1071,14,,,Fontanafredda
1614,122 kr.,39.2532,34.3088,15.2017,52.9916,,,,Brigaldara
1615,77.47 kr.,78.5667,37.5994,32.6574,24.1383,13.5,,,San Marzano
1616,113.35 kr.,58.0834,23.1054,39.4815,17.9042,14,,,Feudi Salentini
1617,184.13 kr.,57.3246,41.2015,20.2755,32.4298,13,,,Ca' del Bosco
1618,449 kr.,65.3314,80.6632,7.45768,83.8914,14.5,,,Aldo Conterno
1619,101 kr.,61.875,47.0242,16.232,35.868,13,,,Cavalchina
1620,64.43 kr.,40.3253,54.7139,4.09293,61.9175,13,0,5.3,Rocca delle Macìe
1621,89.38 kr.,45.0044,33.629,6.66165,43.4475,13.5,,,Rocca delle Macìe
1622,57.70 kr.,42.964,57.7609,1.30118,66.9642,13.5,,,Villa Poggio Salvi
1623,41.12 kr.,42.5649,38.3158,3.70086,43.0611,12.5,,,Velenosi
1624,100.56 kr.,46.3483,37.5589,15.5479,45.1407,13,,,Velenosi
1625,305.39 kr.,42.5,38.8529,0,43.2598,14.5,,,Cianfagna
1626,129.98 kr.,64.7308,63.648,11.1591,52.8432,14.5,,,Campo Alla Sughera
1627,375 kr.,62.5885,77.6085,8.17893,84.0174,14,,,Giovanni Rosso
1628,223.98 kr.,44.5538,41.4122,5.74131,47.1112,13,,,Tenuta San Guido
1629,177.54 kr.,82.5657,40.6579,26.853,28.81,14,,6,Planeta
1630,129.98 kr.,57.2028,27.0903,7.17892,65.5532,14,2.7,5.8,La Spinetta
1631,339 kr.,56.7446,45.5957,11.738,44.7209,,,,Tabarrini
1632,76.69 kr.,57.3495,41.2557,11.2984,35.6232,13.5,,,Poderi dal Nespoli
1633,69.76 kr.,59.3341,29.6618,32.6147,33.533,12.5,,,Tormaresca
1634,66.96 kr.,69.6608,35.4821,25.7409,40.6784,13.5,,,Tormaresca
1635,125 kr.,47.594,41.562,6.83061,46.0225,13.5,,,Querciabella
1636,83.27 kr.,42.131,38.4614,5.20642,46.6255,12.5,,,Bibi Graetz
1637,115.45 kr.,71.4713,49.964,22.2691,37.7879,13,,,Palmento Costanzo
1638,46.18 kr.,43.404,34.1824,6.78079,42.6684,13.5,,,Caparzo
1639,126.63 kr.,67.2441,63.0566,10.5812,50.9021,15,,,Tenuta Campo al Mare
1640,109.49 kr.,85,37.8682,36.7328,19.7328,13.5,,,Odoardi
1641,112.73 kr.,83.2631,42.4197,27.695,27.9684,14,,,Gulfi
1642,349 kr.,60.5134,41.1662,14.4943,30.8393,14.5,,,Gaja
1643,175 kr.,28.9726,36.4855,0,56.8661,,,,Marina Palusci
1644,249 kr.,58.4871,26.0502,7.12274,65.7479,,,,Roagna
1645,154.86 kr.,63.3734,38.2754,17.3889,32.8475,13.5,,,Franz Haas
1646,330.79 kr.,85,25.1057,48.4634,24.1312,16,,,Tedeschi
1647,193.66 kr.,61.4917,75.806,6.97525,84.3894,,,,Nino Negri
1648,219 kr.,53.2323,42.3799,3.59451,51.5833,,,,Ciacci Piccolomini d'Aragona
1649,104.28 kr.,69.6673,39.2345,22.2479,35.9057,13,,,Donnafugata
1650,129 kr.,65.7046,40.7367,9.28058,45.501,13.8,2,5,Olianas
1651,63.31 kr.,44.0781,32.3248,10.029,50.5938,13,,,Santi
1652,66.29 kr.,40.2874,32.9124,12.4158,52.8376,13,,,Santi
1653,128.75 kr.,61.6697,76.4408,8.38873,79.6202,,,,Paolo Manzone
1654,105.92 kr.,71.0009,44.8615,21.0291,37.7785,14,,,Firriato
1655,79 kr.,64.0379,32.3416,32.4006,20.8283,13.5,12,5,Biscardo
1656,50.48 kr.,84.8314,37.0727,34.8304,23.3222,14,10,5,Vigneti del Salento
1657,189.94 kr.,56.9814,43.766,10.3213,43.4266,13,,,Le Terrazze
1658,100 kr.,59.7881,63.1144,26.2076,65.4131,14,,,Tenuta Barbadoro
1659,126.48 kr.,64.3346,67.9772,3.41901,55.8079,13.5,,,Michele Satta
1660,189 kr.,44.8305,57.1476,4.99307,64.4338,13.5,0,,Lamole di Lamole
1661,79 kr.,73.0313,36.7154,26.8286,27.3448,13.5,,,Tenute Orestiadi
1662,51.40 kr.,62.0514,30.4575,33.6818,19.9748,,,,Conti Zecca
1663,138.10 kr.,66.4023,45.8028,13.3743,29.582,12,,,Poderi Colla
1664,95.71 kr.,66.6311,67.792,21.3357,51.8252,14,,,Rocca delle Macìe
1665,199.50 kr.,64.6585,39.63,20.9708,23.2096,15,,,Guerrieri Rizzardi
1666,104.50 kr.,48.9218,37.3071,7.64381,44.3333,13,,,Borgo Scopeto
1667,360.93 kr.,63.7146,80.0349,1.6832,85,14,,,G.D. Vajra
1668,154 kr.,44.5224,54.9488,4.03117,62.8771,13,,,Antinori
1669,111.13 kr.,80.1584,45.5318,24.8924,32.4075,0,,,Mastroberardino
1670,108 kr.,30.4643,19.9219,0,64.0965,12.5,,,Elena Walch
1671,199.95 kr.,65.291,61.5165,6.96954,51.2384,13.5,2.53,5.12,Tenuta Argentiera
1672,168.71 kr.,64.5464,42.9129,20.1246,26.6417,14,,,Ceretto
1673,132 kr.,72.9262,43.7408,23.624,29.9613,13.5,,,Argiolas
1674,168.78 kr.,67.214,40.7576,22.0073,28.4856,13,,,Bastianich
1675,59.81 kr.,85,39.8217,23.7567,24.9451,13.5,,,Colosi
1676,78.81 kr.,64.7693,37.8372,18.3105,26.0564,13,0.3,5,Masi
1677,245.86 kr.,63.3333,76.1003,5.02467,84.2797,14,0,5.8,Fontanafredda
1678,1817.45 kr.,62.8075,70.5171,8.48602,70.0901,14,,,Giacomo Conterno
1679,346.36 kr.,49.1738,44.0841,7.51872,45.1846,13.5,,,Castello di Ama
1680,401.85 kr.,52.2358,41.1892,11.4026,45.0199,14.5,,,Tenuta CastelGiocondo
1681,795 kr.,61.8682,77.7656,10.191,83.6091,14,,,Massolino
1682,446.17 kr.,57.7472,25.5843,13.5629,65.6556,16.5,1.19,6.5,Braida
1683,127.37 kr.,46.7379,45.5952,15.0621,37.4492,,,,Luigi Spertino
1684,573.99 kr.,60.3239,57.1667,0,66.2277,,,,Villa S. Anna
1685,399 kr.,55.613,56.7737,7.07405,64.1935,13.5,,,Salcheto
1686,96 kr.,37.6129,41.7286,12.6803,34.5581,12.5,,,Fasoli Gino
1687,199.95 kr.,50.3499,41.7092,8.86447,45.0668,14,,,Tenuta Sette Ponti
1688,237.61 kr.,50.3143,31.8702,22.1453,55.825,15,,,Bussola
1689,260.70 kr.,55.6398,70.915,0.0554125,82.9055,14.5,,,Livia Fontana
1690,250 kr.,55.776,70.7971,9.93793,85,14,,,Rizzi
1691,400 kr.,63.3535,76.2241,5.91241,85,,,,Manzone
1692,357.16 kr.,60.841,44.3527,14.6701,34.7825,,,,Proprieta Sperino
1693,269 kr.,50.8812,62.991,11.0129,66.2043,15,,,San Giusto a Rentennano
1694,205.99 kr.,51.9224,58.3926,6.52736,62.9468,14,,,Dievole
1695,66.96 kr.,76.1674,42.559,25.1067,32.2306,13.5,,,Cantine del Notaio
1696,47.81 kr.,66.0026,21.877,41.9547,13.2581,13.5,7,5,Vigneti del Salento
1697,69.05 kr.,67.7421,35.5871,9.61592,28.7132,13,,,Cà Maiol
1698,245 kr.,78.4271,38.3454,26.629,30.0731,14.5,,,Baglio del Cristo di Campobello
1699,375 kr.,64.2352,72.4703,5.01178,85,15,,,Cigliuti
1700,70.76 kr.,80.7063,40.6232,28.3134,31.9213,13,2,5,Statti
1701,81.93 kr.,45.4578,57.0254,3.64467,64.266,13,0,,Castello Nipozzano
1702,279.32 kr.,48.6485,39.3227,9.86833,42.5277,13.5,,,Tenuta Il Palagio
1703,88.64 kr.,44.921,56.3162,0.83247,64.7473,13.5,3,5.4,Rocca delle Macìe
1704,434.92 kr.,64.672,84.3929,3.9208,85,14.5,0.5,6.3,E. Pira & Figli
1705,48.42 kr.,85,41.7082,31.7438,24.9572,13.5,7,5,Vigneti del Vulture
1706,158.57 kr.,67.2117,35.0201,29.6223,21.8413,14,7,5,Zenato
1707,64.95 kr.,55.9251,18.3998,0.431185,67.6725,15,,,BelColle
1708,64.06 kr.,46.1231,35.3731,15.8483,43.5,13.5,,,Lungarotti
1709,200.74 kr.,60.6235,42.2878,14.8,30.65,,,,Proprieta Sperino
1710,141.52 kr.,46.7078,58.2883,4.41894,65.258,13.5,,,Fèlsina
1711,57.35 kr.,84.3874,38.0799,25.4772,24.6652,14,,,Caruso & Minini
1712,472.50 kr.,78.8862,49.1148,23.2123,36.8928,15,,,Frank Cornelissen
1713,88.23 kr.,35.343,33.2749,8.04609,40.9904,13,1.3,4.5,Girlan
1714,437.30 kr.,60.8241,72.5031,8.3199,85,14,,,Produttori del Barbaresco
1715,60.33 kr.,48.1802,44.3213,11.9837,49.0225,,,,Pierazzuoli
1716,699 kr.,85,29.381,50.256,28.4629,17,,,Tedeschi
1717,125.14 kr.,85,39.4633,16.8333,24.4617,,,,Campisi
1718,58.02 kr.,42.8494,38.4871,11.2816,45.6339,12.5,,,Velenosi
1719,66.29 kr.,44.9269,42.4031,18.4627,37.5314,,,,Roccapesta
1720,76.06 kr.,61.387,22.9357,36.1334,18.406,13,,,Varvaglione
1721,175 kr.,57.3831,25.2528,6.85399,63.8337,14,,,Giuseppe Cortese
1722,75.90 kr.,43.8705,35.0374,11.9707,54.2431,12.5,,,Tenuta Sant'Antonio
1723,96.83 kr.,59.9315,46.7376,13.6653,31.5589,,,,Castelvecchio
