,manufacturer,link,name,year,name_year,manufacturer_name_year,manufacturer_name
99,Az. Agr. Roagna,https://www.dn.no/smak/vin/roagna-barolo-pira-vecchie-viti/4-1-81086,Roagna Barolo Pira Vecchie Viti,2013,Roagna Barolo Pira Vecchie Viti 2013,Az. Agr. Roagna Roagna Barolo Pira Vecchie Viti 2013,Az. Agr. Roagna Roagna Barolo Pira Vecchie Viti
100,Az. Agr. Roagna,https://www.dn.no/smak/vin/roagna-barolo-la-pira-vecchie-viti/4-1-53522,Roagna Barolo La Pira Vecchie Viti,2012,Roagna Barolo La Pira Vecchie Viti 2012,Az. Agr. Roagna Roagna Barolo La Pira Vecchie Viti 2012,Az. Agr. Roagna Roagna Barolo La Pira Vecchie Viti
101,"Rosso, G.",https://www.dn.no/smak/vin/barolo-vigna-rionda-ester-canale-rosso/4-1-81026,Barolo Vigna Rionda Ester Canale Rosso,2015,Barolo Vigna Rionda Ester Canale Rosso 2015,"Rosso, G. Barolo Vigna Rionda Ester Canale Rosso 2015","Rosso, G. Barolo Vigna Rionda Ester Canale Rosso"
102,Gaja,https://www.dn.no/smak/vin/barbaresco-sori-tildin/4-1-83278,Barbaresco Sorì Tildin,2016,Barbaresco Sorì Tildin 2016,Gaja Barbaresco Sorì Tildin 2016,Gaja Barbaresco Sorì Tildin
103,Az. Agr. Roagna,https://www.dn.no/smak/vin/roagna-barbaresco-asili-vecchie-viti/4-1-81081,Roagna Barbaresco Asili Vecchie Viti,2013,Roagna Barbaresco Asili Vecchie Viti 2013,Az. Agr. Roagna Roagna Barbaresco Asili Vecchie Viti 2013,Az. Agr. Roagna Roagna Barbaresco Asili Vecchie Viti
104,Az. Agr. Roagna,https://www.dn.no/smak/vin/roagna-barolo-pira-vecchie-viti/4-1-67520,Roagna Barolo Pira Vecchie Viti,2013,Roagna Barolo Pira Vecchie Viti 2013,Az. Agr. Roagna Roagna Barolo Pira Vecchie Viti 2013,Az. Agr. Roagna Roagna Barolo Pira Vecchie Viti
105,Burlotto,https://www.dn.no/smak/vin/barolo-monvigliero/4-1-74097,Barolo Monvigliero,2015,Barolo Monvigliero 2015,Burlotto Barolo Monvigliero 2015,Burlotto Barolo Monvigliero
106,Bibi Graetz,https://www.dn.no/smak/vin/colore-di-bibi-graetz/4-1-74098,Colore di Bibi Graetz,2015,Colore di Bibi Graetz 2015,Bibi Graetz Colore di Bibi Graetz 2015,Bibi Graetz Colore di Bibi Graetz
107,Aldo Conterno,https://www.dn.no/smak/vin/aldo-conterno-barolo-colonello/4-1-57339,Aldo Conterno Barolo Colonello,2013,Aldo Conterno Barolo Colonello 2013,Aldo Conterno Aldo Conterno Barolo Colonello 2013,Aldo Conterno Aldo Conterno Barolo Colonello
108,Aldo Conterno,https://www.dn.no/smak/vin/aldo-conterno-barolo-cicala/4-1-57340,Aldo Conterno Barolo Cicala,2013,Aldo Conterno Barolo Cicala 2013,Aldo Conterno Aldo Conterno Barolo Cicala 2013,Aldo Conterno Aldo Conterno Barolo Cicala
109,Az. Agr. Roagna,https://www.dn.no/smak/vin/roagna-barbaresco-paje-vecchie-viti/4-1-53526,Roagna Barbaresco Pajé Vecchie Viti,2012,Roagna Barbaresco Pajé Vecchie Viti 2012,Az. Agr. Roagna Roagna Barbaresco Pajé Vecchie Viti 2012,Az. Agr. Roagna Roagna Barbaresco Pajé Vecchie Viti
110,Gaja,https://www.dn.no/smak/vin/barolo-sperss/4-1-72765,Barolo Sperss,2014,Barolo Sperss 2014,Gaja Barolo Sperss 2014,Gaja Barolo Sperss
111,Gaja,https://www.dn.no/smak/vin/barolo-conteisa/4-1-72764,Barolo Conteisa,2014,Barolo Conteisa 2014,Gaja Barolo Conteisa 2014,Gaja Barolo Conteisa
112,San Guido,https://www.dn.no/smak/vin/sassicaia/4-1-71500,Sassicaia,2015,Sassicaia 2015,San Guido Sassicaia 2015,San Guido Sassicaia
113,Az. Agr. Roagna,https://www.dn.no/smak/vin/roagna-barbaresco-asili-vecchie-viti/4-1-67522,Roagna Barbaresco Asili Vecchie Viti,2013,Roagna Barbaresco Asili Vecchie Viti 2013,Az. Agr. Roagna Roagna Barbaresco Asili Vecchie Viti 2013,Az. Agr. Roagna Roagna Barbaresco Asili Vecchie Viti
114,Az. Agr. Roagna,https://www.dn.no/smak/vin/barolo-la-pira-vecchie-viti/4-1-40477,Barolo La Pira Vecchie Viti,2011,Barolo La Pira Vecchie Viti 2011,Az. Agr. Roagna Barolo La Pira Vecchie Viti 2011,Az. Agr. Roagna Barolo La Pira Vecchie Viti
115,Col d'Orcia,https://www.dn.no/smak/vin/brunello-di-montalcino-poggio-al-vento/4-1-45456,Brunello di Montalcino Poggio al Vento,2010,Brunello di Montalcino Poggio al Vento 2010,Col d'Orcia Brunello di Montalcino Poggio al Vento 2010,Col d'Orcia Brunello di Montalcino Poggio al Vento
116,Cavallotto,https://www.dn.no/smak/vin/cavallotto-barolo-bricco-boschis-riserva-san-giuseppe/4-1-42644,Cavallotto Barolo Bricco Boschis Riserva San Giuseppe,2010,Cavallotto Barolo Bricco Boschis Riserva San Giuseppe 2010,Cavallotto Cavallotto Barolo Bricco Boschis Riserva San Giuseppe 2010,Cavallotto Cavallotto Barolo Bricco Boschis Riserva San Giuseppe
117,San Guido,https://www.dn.no/smak/vin/sassicaia/4-1-66645,Sassicaia,2015,Sassicaia 2015,San Guido Sassicaia 2015,San Guido Sassicaia
118,Az. Agr. Roagna,https://www.dn.no/smak/vin/roagna-barbaresco-asili-vecchie-viti/4-1-53524,Roagna Barbaresco Asili Vecchie Viti,2012,Roagna Barbaresco Asili Vecchie Viti 2012,Az. Agr. Roagna Roagna Barbaresco Asili Vecchie Viti 2012,Az. Agr. Roagna Roagna Barbaresco Asili Vecchie Viti
119,Prod. del Barbaresco,https://www.dn.no/smak/vin/barbaresco-rabaja-riserva/4-1-58095,Barbaresco Rabaja Riserva,2013,Barbaresco Rabaja Riserva 2013,Prod. del Barbaresco Barbaresco Rabaja Riserva 2013,Prod. del Barbaresco Barbaresco Rabaja Riserva
120,Prod. del Barbaresco,https://www.dn.no/smak/vin/barbaresco-paje-riserva/4-1-58093,Barbaresco Paje Riserva,2013,Barbaresco Paje Riserva 2013,Prod. del Barbaresco Barbaresco Paje Riserva 2013,Prod. del Barbaresco Barbaresco Paje Riserva
121,Prod. del Barbaresco,https://www.dn.no/smak/vin/barbaresco-rio-sordo-riserva/4-1-58096,Barbaresco Rio Sordo Riserva,2013,Barbaresco Rio Sordo Riserva 2013,Prod. del Barbaresco Barbaresco Rio Sordo Riserva 2013,Prod. del Barbaresco Barbaresco Rio Sordo Riserva
122,Marchesi di Gresy,https://www.dn.no/smak/vin/camp-gros-barbaresco-riserva/4-1-32508,Camp Gros Barbaresco Riserva,2010,Camp Gros Barbaresco Riserva 2010,Marchesi di Gresy Camp Gros Barbaresco Riserva 2010,Marchesi di Gresy Camp Gros Barbaresco Riserva
123,Az. Agr. Lisini,https://www.dn.no/smak/vin/lisini-brunello-di-montalcino-riserva/4-1-76441,Lisini Brunello di Montalcino Riserva,2012,Lisini Brunello di Montalcino Riserva 2012,Az. Agr. Lisini Lisini Brunello di Montalcino Riserva 2012,Az. Agr. Lisini Lisini Brunello di Montalcino Riserva
124,Cavallotto,https://www.dn.no/smak/vin/cavallotto-barolo-bricco-boschis-vigna-san-giuseppe-riserva/4-1-70418,Cavallotto Barolo Bricco Boschis Vigna San Giuseppe Riserva,2012,Cavallotto Barolo Bricco Boschis Vigna San Giuseppe Riserva 2012,Cavallotto Cavallotto Barolo Bricco Boschis Vigna San Giuseppe Riserva 2012,Cavallotto Cavallotto Barolo Bricco Boschis Vigna San Giuseppe Riserva
125,Giacomo Anselma,https://www.dn.no/smak/vin/felice-anselma-barolo-riserva/4-1-65203,Felice Anselma Barolo Riserva,2012,Felice Anselma Barolo Riserva 2012,Giacomo Anselma Felice Anselma Barolo Riserva 2012,Giacomo Anselma Felice Anselma Barolo Riserva
126,Prod. del Barbaresco,https://www.dn.no/smak/vin/barbaresco-riserva-rio-sordo/4-1-72391,Barbaresco Riserva Rio Sordo,2014,Barbaresco Riserva Rio Sordo 2014,Prod. del Barbaresco Barbaresco Riserva Rio Sordo 2014,Prod. del Barbaresco Barbaresco Riserva Rio Sordo
127,Prod. del Barbaresco,https://www.dn.no/smak/vin/barbaresco-riserva-muncagota/4-1-72393,Barbaresco Riserva Muncagota,2014,Barbaresco Riserva Muncagota 2014,Prod. del Barbaresco Barbaresco Riserva Muncagota 2014,Prod. del Barbaresco Barbaresco Riserva Muncagota
128,Frank Cornelissen,https://www.dn.no/smak/vin/cornelissen-magma/4-1-75149,Cornelissen Magma,2017,Cornelissen Magma 2017,Frank Cornelissen Cornelissen Magma 2017,Frank Cornelissen Cornelissen Magma
129,Az. Vit. Nervi,https://www.dn.no/smak/vin/nervi-gattinara-vigna-valferana/4-1-72374,Nervi Gattinara Vigna Valferana,2014,Nervi Gattinara Vigna Valferana 2014,Az. Vit. Nervi Nervi Gattinara Vigna Valferana 2014,Az. Vit. Nervi Nervi Gattinara Vigna Valferana
130,Gianni Brunelli,https://www.dn.no/smak/vin/brunelli-brunelli-di-montalcino/4-1-72446,Brunelli Brunelli di Montalcino,2014,Brunelli Brunelli di Montalcino 2014,Gianni Brunelli Brunelli Brunelli di Montalcino 2014,Gianni Brunelli Brunelli Brunelli di Montalcino
131,Dal forno Romano,https://www.dn.no/smak/vin/dal-forno-romano-amarone-della-valpolicella/4-1-37672,Dal Forno Romano Amarone della Valpolicella,2008,Dal Forno Romano Amarone della Valpolicella 2008,Dal forno Romano Dal Forno Romano Amarone della Valpolicella 2008,Dal forno Romano Dal Forno Romano Amarone della Valpolicella
132,Luciano Sandrone,https://www.dn.no/smak/vin/barolo-aleste/4-1-51046,Barolo Aleste,2013,Barolo Aleste 2013,Luciano Sandrone Barolo Aleste 2013,Luciano Sandrone Barolo Aleste
133,Biondi Santi Il Greppo,https://www.dn.no/smak/vin/biondi-santi-brunello-di-montalcino-annata/4-1-52187,Biondi Santi Brunello di Montalcino Annata,2012,Biondi Santi Brunello di Montalcino Annata 2012,Biondi Santi Il Greppo Biondi Santi Brunello di Montalcino Annata 2012,Biondi Santi Il Greppo Biondi Santi Brunello di Montalcino Annata
134,Az. Agr. Brovia,https://www.dn.no/smak/vin/brovia-barolo-brea-vigna-camia/4-1-52412,Brovia Barolo Brea Vigna Ca'Mia,2012,Brovia Barolo Brea Vigna Ca'Mia 2012,Az. Agr. Brovia Brovia Barolo Brea Vigna Ca'Mia 2012,Az. Agr. Brovia Brovia Barolo Brea Vigna Ca'Mia
135,Giuseppe Mascarello,https://www.dn.no/smak/vin/g-mascarello-barolo-monprivato/4-1-56632,G. Mascarello Barolo Monprivato,2013,G. Mascarello Barolo Monprivato 2013,Giuseppe Mascarello G. Mascarello Barolo Monprivato 2013,Giuseppe Mascarello G. Mascarello Barolo Monprivato
136,Fèlsina,https://www.dn.no/smak/vin/felsina-chianti-classico-colonia-gran-seleccione/4-1-49646,Fèlsina Chianti Classico Colonia Gran Seleccione,2010,Fèlsina Chianti Classico Colonia Gran Seleccione 2010,Fèlsina Fèlsina Chianti Classico Colonia Gran Seleccione 2010,Fèlsina Fèlsina Chianti Classico Colonia Gran Seleccione
137,Giacomo Conterno,https://www.dn.no/smak/vin/conterno-barb-dalba-cascina-francia/4-1-82981,Conterno Barb. d'Alba Cascina Francia,2017,Conterno Barb. d'Alba Cascina Francia 2017,Giacomo Conterno Conterno Barb. d'Alba Cascina Francia 2017,Giacomo Conterno Conterno Barb. d'Alba Cascina Francia
138,Az. Agr. Talenti,https://www.dn.no/smak/vin/talenti-brunello-di-montalcino-riserva/4-1-83177,Talenti Brunello di Montalcino Riserva,2013,Talenti Brunello di Montalcino Riserva 2013,Az. Agr. Talenti Talenti Brunello di Montalcino Riserva 2013,Az. Agr. Talenti Talenti Brunello di Montalcino Riserva
139,Az. Agr. Roberto Voerzio,https://www.dn.no/smak/vin/roberto-voerzio-barolo-fossati-case-nere-riserva-10-anni/4-1-84587,Roberto Voerzio Barolo Fossati Case Nere Riserva 10 anni,2008,Roberto Voerzio Barolo Fossati Case Nere Riserva 10 anni 2008,Az. Agr. Roberto Voerzio Roberto Voerzio Barolo Fossati Case Nere Riserva 10 anni 2008,Az. Agr. Roberto Voerzio Roberto Voerzio Barolo Fossati Case Nere Riserva 10 anni
140,Giacomo Anselma,https://www.dn.no/smak/vin/anselma-g-barolo-riserva-vignarionda/4-1-92680,Anselma G Barolo Riserva Vignarionda,2012,Anselma G Barolo Riserva Vignarionda 2012,Giacomo Anselma Anselma G Barolo Riserva Vignarionda 2012,Giacomo Anselma Anselma G Barolo Riserva Vignarionda
141,Aldo Conterno,https://www.dn.no/smak/vin/aldo-conterno-barolo-bussia-cicala/4-1-91122,Aldo Conterno Barolo Bussia Cicala,2015,Aldo Conterno Barolo Bussia Cicala 2015,Aldo Conterno Aldo Conterno Barolo Bussia Cicala 2015,Aldo Conterno Aldo Conterno Barolo Bussia Cicala
142,Baricchi,https://www.dn.no/smak/vin/baricchi-barbaresco-riserva/4-1-91842,Baricchi Barbaresco Riserva,2004,Baricchi Barbaresco Riserva 2004,Baricchi Baricchi Barbaresco Riserva 2004,Baricchi Baricchi Barbaresco Riserva
143,Prod. del Barbaresco,https://www.dn.no/smak/vin/barbaresco-riserva-montefico/4-1-87921,Barbaresco Riserva Montefico,2015,Barbaresco Riserva Montefico 2015,Prod. del Barbaresco Barbaresco Riserva Montefico 2015,Prod. del Barbaresco Barbaresco Riserva Montefico
144,Tenuta San Leonardo,https://www.dn.no/smak/vin/carmenere-di-san-leonardo/4-1-84937,Carmenère di San Leonardo,2015,Carmenère di San Leonardo 2015,Tenuta San Leonardo Carmenère di San Leonardo 2015,Tenuta San Leonardo Carmenère di San Leonardo
145,Az. Agr. Roberto Voerzio,https://www.dn.no/smak/vin/roberto-voerzio-barolo-torriglione/4-1-84582,Roberto Voerzio Barolo Torriglione,2013,Roberto Voerzio Barolo Torriglione 2013,Az. Agr. Roberto Voerzio Roberto Voerzio Barolo Torriglione 2013,Az. Agr. Roberto Voerzio Roberto Voerzio Barolo Torriglione
146,Az. Agr. Roberto Voerzio,https://www.dn.no/smak/vin/roberto-voerzio-barolo-la-serra/4-1-84589,Roberto Voerzio Barolo La Serra,2015,Roberto Voerzio Barolo La Serra 2015,Az. Agr. Roberto Voerzio Roberto Voerzio Barolo La Serra 2015,Az. Agr. Roberto Voerzio Roberto Voerzio Barolo La Serra
147,Castell'in Villa,https://www.dn.no/smak/vin/castellin-villa-chianti-classico-riserva/4-1-83989,Castell'in Villa Chianti Classico Riserva,2006,Castell'in Villa Chianti Classico Riserva 2006,Castell'in Villa Castell'in Villa Chianti Classico Riserva 2006,Castell'in Villa Castell'in Villa Chianti Classico Riserva
148,Az. Agr. Cappellano,https://www.dn.no/smak/vin/cappellano-barolo-otin-fiorin-pie-rupestris-nebioli/4-1-92620,Cappellano Barolo Otin Fiorin Pie Rupestris Nebioli,2015,Cappellano Barolo Otin Fiorin Pie Rupestris Nebioli 2015,Az. Agr. Cappellano Cappellano Barolo Otin Fiorin Pie Rupestris Nebioli 2015,Az. Agr. Cappellano Cappellano Barolo Otin Fiorin Pie Rupestris Nebioli
149,Scarpa,https://www.dn.no/smak/vin/scarpa-barbera-dasti-la-bogliona/4-1-80914,Scarpa Barbera d´Asti La Bogliona,2011,Scarpa Barbera d´Asti La Bogliona 2011,Scarpa Scarpa Barbera d´Asti La Bogliona 2011,Scarpa Scarpa Barbera d´Asti La Bogliona
150,Cavallotto,https://www.dn.no/smak/vin/cavallotto-barolo-bricco-boschis-vigna-san-giuseppe-riserva/4-1-82434,Cavallotto Barolo Bricco Boschis Vigna San Giuseppe Riserva,2013,Cavallotto Barolo Bricco Boschis Vigna San Giuseppe Riserva 2013,Cavallotto Cavallotto Barolo Bricco Boschis Vigna San Giuseppe Riserva 2013,Cavallotto Cavallotto Barolo Bricco Boschis Vigna San Giuseppe Riserva
151,Prod. del Barbaresco,https://www.dn.no/smak/vin/barbaresco-riserva-rabaja/4-1-87926,Barbaresco Riserva Rabaja,2015,Barbaresco Riserva Rabaja 2015,Prod. del Barbaresco Barbaresco Riserva Rabaja 2015,Prod. del Barbaresco Barbaresco Riserva Rabaja
152,Biondi Santi Il Greppo,https://www.dn.no/smak/vin/brunello-di-montalcino-annata/4-1-36627,Brunello di Montalcino Annata,2011,Brunello di Montalcino Annata 2011,Biondi Santi Il Greppo Brunello di Montalcino Annata 2011,Biondi Santi Il Greppo Brunello di Montalcino Annata
153,Poggio Antico,https://www.dn.no/smak/vin/brunello-di-montalcino-riserva/4-1-41325,Brunello di Montalcino Riserva,2010,Brunello di Montalcino Riserva 2010,Poggio Antico Brunello di Montalcino Riserva 2010,Poggio Antico Brunello di Montalcino Riserva
154,Az. Agr. Cappellano,https://www.dn.no/smak/vin/cappellano-barolo-pie-franco/4-1-45941,Cappellano Barolo Pie Franco,2012,Cappellano Barolo Pie Franco 2012,Az. Agr. Cappellano Cappellano Barolo Pie Franco 2012,Az. Agr. Cappellano Cappellano Barolo Pie Franco
155,Marchesi di Gresy,https://www.dn.no/smak/vin/gaiun-martinenga-barbaresco/4-1-41779,Gaiun Martinenga Barbaresco,2013,Gaiun Martinenga Barbaresco 2013,Marchesi di Gresy Gaiun Martinenga Barbaresco 2013,Marchesi di Gresy Gaiun Martinenga Barbaresco
156,Gaja,https://www.dn.no/smak/vin/barbaresco-costa-russi/4-1-53543,Barbaresco Costa Russi,2013,Barbaresco Costa Russi 2013,Gaja Barbaresco Costa Russi 2013,Gaja Barbaresco Costa Russi
157,March. Antinori,https://www.dn.no/smak/vin/solaia/4-1-27507,Solaia,2011,Solaia 2011,March. Antinori Solaia 2011,March. Antinori Solaia
158,Az. Agr. Fontodi,https://www.dn.no/smak/vin/fontodi-flaccianello-della-pieve/4-1-53894,Fontodi Flaccianello della Pieve,2013,Fontodi Flaccianello della Pieve 2013,Az. Agr. Fontodi Fontodi Flaccianello della Pieve 2013,Az. Agr. Fontodi Fontodi Flaccianello della Pieve
159,Gaja,https://www.dn.no/smak/vin/barolo-sperss/4-1-53541,Barolo Sperss,2013,Barolo Sperss 2013,Gaja Barolo Sperss 2013,Gaja Barolo Sperss
160,Gaja,https://www.dn.no/smak/vin/barolo-conteisa/4-1-53540,Barolo Conteisa,2013,Barolo Conteisa 2013,Gaja Barolo Conteisa 2013,Gaja Barolo Conteisa
161,San Guido,https://www.dn.no/smak/vin/sassicaia/4-1-51051,Sassicaia,2014,Sassicaia 2014,San Guido Sassicaia 2014,San Guido Sassicaia
162,Burlotto,https://www.dn.no/smak/vin/barolo-monvigliero/4-1-3642,Barolo Monvigliero,2005,Barolo Monvigliero 2005,Burlotto Barolo Monvigliero 2005,Burlotto Barolo Monvigliero
163,Giacomo Conterno,https://www.dn.no/smak/vin/giacomo-conterno-barolo-francia/4-1-41816,Giacomo Conterno Barolo Francia,2012,Giacomo Conterno Barolo Francia 2012,Giacomo Conterno Giacomo Conterno Barolo Francia 2012,Giacomo Conterno Giacomo Conterno Barolo Francia
164,Luigi Baudana,https://www.dn.no/smak/vin/barolo-cerretta/4-1-38692,Barolo Cerretta,2012,Barolo Cerretta 2012,Luigi Baudana Barolo Cerretta 2012,Luigi Baudana Barolo Cerretta
165,Bruno Giacosa,https://www.dn.no/smak/vin/bruno-giacosa-barolo-falletto-di-serralunga/4-1-38561,Bruno Giacosa Barolo Falletto di Serralunga,2012,Bruno Giacosa Barolo Falletto di Serralunga 2012,Bruno Giacosa Bruno Giacosa Barolo Falletto di Serralunga 2012,Bruno Giacosa Bruno Giacosa Barolo Falletto di Serralunga
166,Massolino,https://www.dn.no/smak/vin/massolino-barolo-vigna-rionda-riserva/4-1-52415,Massolino Barolo Vigna Rionda Riserva,2011,Massolino Barolo Vigna Rionda Riserva 2011,Massolino Massolino Barolo Vigna Rionda Riserva 2011,Massolino Massolino Barolo Vigna Rionda Riserva
167,Col d´Orcia,https://www.dn.no/smak/vin/brunello-di-montalcino-poggio-al-vento/4-1-45458,Brunello di Montalcino Poggio al Vento,2001,Brunello di Montalcino Poggio al Vento 2001,Col d´Orcia Brunello di Montalcino Poggio al Vento 2001,Col d´Orcia Brunello di Montalcino Poggio al Vento
168,Col d´Orcia,https://www.dn.no/smak/vin/brunello-di-montalcino-riserva/4-1-45455,Brunello di Montalcino Riserva,1977,Brunello di Montalcino Riserva 1977,Col d´Orcia Brunello di Montalcino Riserva 1977,Col d´Orcia Brunello di Montalcino Riserva
169,Bibi Graetz,https://www.dn.no/smak/vin/colore/4-1-43158,Colore,2010,Colore 2010,Bibi Graetz Colore 2010,Bibi Graetz Colore
170,Az. Agr. Roagna,https://www.dn.no/smak/vin/barbaresco-asili-vecchie-viti/4-1-40475,Barbaresco Asili Vecchie Viti,2011,Barbaresco Asili Vecchie Viti 2011,Az. Agr. Roagna Barbaresco Asili Vecchie Viti 2011,Az. Agr. Roagna Barbaresco Asili Vecchie Viti
171,March. di Grésy,https://www.dn.no/smak/vin/gaiun-martinenga-barbaresco/4-1-32509,Gaiun Martinenga Barbaresco,2001,Gaiun Martinenga Barbaresco 2001,March. di Grésy Gaiun Martinenga Barbaresco 2001,March. di Grésy Gaiun Martinenga Barbaresco
172,Silvia Rivella,https://www.dn.no/smak/vin/rivella-barbaresco/4-1-37551,Rivella Barbaresco,2011,Rivella Barbaresco 2011,Silvia Rivella Rivella Barbaresco 2011,Silvia Rivella Rivella Barbaresco
173,Az. Agr. Fontodi,https://www.dn.no/smak/vin/fontodi-flaccianello-della-pieve/4-1-41092,Fontodi Flaccianello della Pieve,2012,Fontodi Flaccianello della Pieve 2012,Az. Agr. Fontodi Fontodi Flaccianello della Pieve 2012,Az. Agr. Fontodi Fontodi Flaccianello della Pieve
174,Az. Agr. Fontodi,https://www.dn.no/smak/vin/fontodi-flaccianello-della-pieve/4-1-37648,Fontodi Flaccianello della Pieve,2009,Fontodi Flaccianello della Pieve 2009,Az. Agr. Fontodi Fontodi Flaccianello della Pieve 2009,Az. Agr. Fontodi Fontodi Flaccianello della Pieve
175,Cavallotto,https://www.dn.no/smak/vin/barolo-riserva-bricco-boschis-vigna-san-giuseppe/4-1-38530,Barolo Riserva Bricco Boschis Vigna San Giuseppe,2009,Barolo Riserva Bricco Boschis Vigna San Giuseppe 2009,Cavallotto Barolo Riserva Bricco Boschis Vigna San Giuseppe 2009,Cavallotto Barolo Riserva Bricco Boschis Vigna San Giuseppe
176,Gaja,https://www.dn.no/smak/vin/barbaresco-sori-san-lorenzo/4-1-39182,Barbaresco Sorì San Lorenzo,2013,Barbaresco Sorì San Lorenzo 2013,Gaja Barbaresco Sorì San Lorenzo 2013,Gaja Barbaresco Sorì San Lorenzo
177,Prod. del Barbaresco,https://www.dn.no/smak/vin/barbaresco-riserva-rio-sordo/4-1-32888,Barbaresco Riserva Rio Sordo,2011,Barbaresco Riserva Rio Sordo 2011,Prod. del Barbaresco Barbaresco Riserva Rio Sordo 2011,Prod. del Barbaresco Barbaresco Riserva Rio Sordo
178,Az. Agr. Fontodi,https://www.dn.no/smak/vin/flaccianello-della-pieve/4-1-28155,Flaccianello della Pieve,2011,Flaccianello della Pieve 2011,Az. Agr. Fontodi Flaccianello della Pieve 2011,Az. Agr. Fontodi Flaccianello della Pieve
179,Aldo Conterno,https://www.dn.no/smak/vin/barolo/4-1-28068,Barolo,2010,Barolo 2010,Aldo Conterno Barolo 2010,Aldo Conterno Barolo
180,Prod. del Barbaresco,https://www.dn.no/smak/vin/barbaresco-riserva-asili/4-1-32894,Barbaresco Riserva Asili,2011,Barbaresco Riserva Asili 2011,Prod. del Barbaresco Barbaresco Riserva Asili 2011,Prod. del Barbaresco Barbaresco Riserva Asili
