,price,total_ratings,total_reviews,light-bold,smooth-tannic,dry-sweet,soft-acidic,alcohol_pct,residual_sugar_g/l,acidity_g/l,winery
3400,167 kr.,1278, 388 ,69.1391,21.1277,42.5813,8.20222,,,,Feudo Croce
3401,63.24 kr.,42, 49 ,62.18,24.2486,37.4986,15.0114,14,9.8,5.8,Terre Avare
3402,222.71 kr.,169, 202 ,59.6643,69.3151,4.90142,84.962,0.8,,,Elvio Cogno
3403,194.11 kr.,769, 581 ,51.7259,44.3502,11.4201,44.9396,14,,,San Felice
3404,106.74 kr.,76, 191 ,80.2913,37.0907,29.1182,29.6229,,,,Hauner
3405,235 kr.,36, 36 ,47.815,34.6113,10.9513,44.3075,,,,Pian dell'Orino
3406,141.22 kr.,189, 185 ,55.1338,22.3416,7.79342,65.8555,14,,,Sottimano
3407,179.95 kr.,5077, 3081 ,48.0435,55.6648,5.41717,63.3989,13.5,,,Antinori
3408,350.08 kr.,107, 147 ,73.2972,46.1738,22.8224,38.8062,14.5,,,Girolamo Russo
3409,253.25 kr.,43, 77 ,51.7962,41.2192,10.5047,44.6124,14,,,Cerbaiona
3410,304.65 kr.,58, 14 ,66.2706,40.7023,11.1276,38.1714,,,,Ca La Bionda
3411,129.98 kr.,89, 174 ,45.8127,32.6777,17.0967,54.2986,,,,Ca La Bionda
3412,395 kr.,1867, 3259 ,85,25.6576,50.714,23.3781,15.5,2.9,5.74,Allegrini
3413,179 kr.,948, 364 ,52.2113,40.2382,10.793,40.7743,13.5,,,Le Mortelle
3414,899 kr.,90, 443 ,52.0247,40.6376,9.61045,44.899,13.5,,,Le Macchiole
3415,199 kr.,1239, 906 ,44.5307,43.5752,6.99099,47.6884,14,0.5,5.2,Col d'Orcia
3416,99 kr.,2025, 1388 ,67.0166,39.4891,8.9103,44.3667,14,,,Argiolas
3417,498.76 kr.,201, 334 ,52.3976,43.0176,12.1976,43.9086,,,,Poggio Al Tesoro
3418,790.46 kr.,48, 357 ,62.7253,69.6014,8.08953,83.5383,,,,Pelissero
3419,208.56 kr.,101, 94 ,69.6222,44.6271,14.6953,27.1886,,,,Pelissero
3420,108.90 kr.,822, 441 ,45.3251,54.7061,1.08566,64.3533,14,,,Melini
3421,900 kr.,110, 438 ,65.3398,81.6177,12.2337,85,14.5,,,Domenico Clerico
3422,589 kr.,167, 352 ,55.3857,46.3499,15.3258,44.8824,14.5,,,Casanova di Neri
3423,204 kr.,59, 55 ,62.6686,81.8718,0,83.4959,,,,Orlando Abrigo
3424,195 kr.,338, 114 ,44.8451,43.0081,3.39233,49.2699,,,,Podere le Ripi
3425,163.35 kr.,46, 29 ,32.5333,21.322,6.14015,61.825,,,,St. Pauls
3426,409.67 kr.,485, 865 ,63.8619,78.6848,9.41189,82.5923,14.5,,,Cavallotto
3427,283.05 kr.,127, 165 ,63.324,40.7159,14.9367,30.8846,,,,Ca' del Bosco
3428,108 kr.,43, 128 ,56.0238,57.5121,7.61092,59.9477,14,,,Vallepicciola
3429,112 kr.,930, 354 ,47.3553,40.9764,9.97882,42.0176,,,,Garofoli
3430,108.15 kr.,117, 152 ,47.333,39.6435,7.63357,44.7064,,,,Mantellassi
3431,1258.81 kr.,42, 18 ,67.2641,82.121,0.058465,59.9436,,,,Michele Satta
3432,115.95 kr.,30, 78 ,44.6818,59.1524,8.58482,66.7258,14,,,Canonica a Cerreto
3433,86.40 kr.,83, 74 ,43.6601,42.8548,7.77387,47.9211,13.5,,,Poggio Argentiera
3434,119 kr.,445, 364 ,47.4913,56.8753,2.79645,64.2804,14,,,Il Molino di Grace
3435,113.96 kr.,37, 36 ,53.4245,39.5665,7.425,45.018,,,,Salustri
3436,98.32 kr.,175, 156 ,65.4295,35.4357,29.0054,25.4353,,,,Scriani
3437,86.40 kr.,63, 638 ,69.3682,21.6454,41.4795,11.4775,,,,Sigillo
3438,154.19 kr.,1128, 958 ,61.8877,77.6187,7.02865,84.5085,14,,,Pio Cesare
3439,76.35 kr.,802, 217 ,43.6596,38.8096,2.99511,45.3204,14,,,Terenzi
3440,55.86 kr.,149, 232 ,74.8846,40.8721,27.7627,28.9382,13,2,5,Torrevento
3441,112.47 kr.,39, 20 ,47.7067,80.11,0,82.3033,12.5,,,Triacca
3442,116.94 kr.,29, 14 ,65.2944,62.3595,0,61.4896,,,,Tringali-Casanuova - Pietra-Nova
3443,275.60 kr.,34, 28 ,64.3862,64.7261,15.1643,50.4832,,,,Tringali-Casanuova - Pietra-Nova
3444,144.95 kr.,35,,,,,,,,,Valentina Cubi
3445,104.28 kr.,130, 37 ,59.5716,71.7161,14.4353,84.4045,12.5,,,Triacca
3446,329 kr.,40, 84 ,54.8203,38.8187,4.13148,41.9666,,,,Podere Monastero
3447,42.75 kr.,224, 67 ,74.8481,44.337,18.794,31.4304,13,6,5,Feudo Arancio
3448,1124 kr.,107, 109 ,64.0135,77.9908,12.1489,85,,,,Boroli
3449,1582.63 kr.,86, 356 ,62.558,40.774,20.2488,27.056,14,,,Gaja
3450,141.52 kr.,138, 183 ,44.3689,42.0003,5.4528,47.3214,14,,,Gianni Brunelli
3451,297.94 kr.,487, 684 ,55.1112,43.4294,13.7019,43.0713,13.5,,,Avignonesi
3452,148.23 kr.,70, 66 ,76.8285,43.7377,22.7883,40.8887,13.5,,,Le Casematte
3453,250 kr.,182, 254 ,61.9868,68.394,0,85,14.5,,,Albino Rocca
3454,585.83 kr.,51, 2371 ,62.4813,75.5806,3.13567,83.3482,12,,,Marchesi di Barolo
3455,177.28 kr.,96, 1290 ,46.8718,58.4256,5.26167,64.1369,14,,,Val di Suga
3456,46.18 kr.,447, 174 ,83.2922,40.1383,28.0375,28.4065,13,,,Castello Monaci
3457,699 kr.,667, 908 ,55.1489,44.9959,12.9358,45.0102,14.5,,,Orma
3458,181.15 kr.,297, 252 ,50.8275,41.876,8.41098,44.023,14.5,,,Rocca delle Macìe
3459,242.08 kr.,243, 118 ,80.114,43.2488,27.9889,29.6575,,,,Firriato
3460,123 kr.,635, 402 ,68.9337,22.5617,42.8301,11.4899,15,,,Apollonio
3461,122.60 kr.,447, 248 ,84.5224,47.4696,19.9551,29.908,14,,,Vinosia
3462,154 kr.,163, 221 ,58.404,22.0956,18.8288,64.5652,14.5,,,Il Cascinone
3463,200 kr.,140, 174 ,41.351,43.2152,1.095,50.0548,,,,Ampeleia
3464,113.22 kr.,73, 12 ,40.1382,40.1382,1.08823,44.8059,13.5,,,Cantine Leonardo da Vinci
3465,151.50 kr.,892, 901 ,85,43.6893,24.5902,28.2634,,,,Rivera
3466,126.63 kr.,172,,,,,,15,,,Montesecondo
3467,122.90 kr.,46, 65 ,83.1899,54.7205,21.1938,38.2704,,,,I Favati
3468,154.93 kr.,58, 38 ,44.7853,45.6472,12.8988,56.7301,,,,Trabucchi d'Illasi
3469,550 kr.,437, 911 ,47.6502,57.7254,6.17426,65.6425,14.5,,,Altesino
3470,461.81 kr.,224, 98 ,32.1205,22.0262,11.5014,63.656,13,,,Manincor
3471,88.64 kr.,35, 15 ,38.0716,26.2811,5.93919,62.523,,,,Panizzi
3472,214.52 kr.,138, 50 ,85,42.3732,26.328,19.6506,14,,,Spadafora
3473,3695 kr.,32, 120 ,67.2996,83.7616,14.4904,85,14,,,Vietti
3474,292.95 kr.,279, 4482 ,50.453,40.7001,8.48081,45.492,,,,Tenuta San Guido
3475,616.17 kr.,208, 2783 ,47.35,52.8255,7.44413,62.6835,,,,Antinori
3476,260 kr.,195, 227 ,59.4446,75.0489,0,84.6805,13.5,,,Brezza
3477,163.87 kr.,321, 209 ,73.3589,52.6217,23.7443,37.6178,,,,Eduardo Torres Acosta
3478,409.67 kr.,407, 908 ,55.1489,44.9959,12.9358,45.0102,,,,Orma
3479,252.51 kr.,173, 43 ,60.6184,37.2976,19.8315,48.0439,16,,,Ernesto Ruffo
3480,475 kr.,101, 91 ,48.3149,60.1667,1.64003,65.8849,14.5,,,Albatreti
3481,81.86 kr.,718, 399 ,49.4367,41.503,5.15474,44.1563,13.5,2,2,Di Majo Norante
3482,186.21 kr.,101, 100 ,60.4631,47.6909,7.74359,37.3406,,,,Tenute Sella
3483,1409.64 kr.,83, 125 ,54.4127,46.9332,20.3521,44.9916,15.5,,,Tenuta di Trinoro
3484,486.69 kr.,27, 19 ,68.1376,73.9787,0,81.7655,13,,,Sottimano
3485,335.19 kr.,86, 518 ,62.7594,80.1782,4.66076,85,13.5,,,Marcarini
3486,148.23 kr.,37, 72 ,49.7215,62.97,0,67.6096,,,,Cinciano
3487,364.01 kr.,207, 275 ,61.0411,42.655,14.8123,34.8738,13,,,Foradori
3488,737.41 kr.,271, 519 ,66.6561,81.1787,10.9627,84.6267,14.5,,,Cavallotto
3489,294.22 kr.,108, 76 ,68.7716,45.3513,18.7749,30.9417,13.5,,,Zýmē
3490,175 kr.,360, 454 ,44.6941,41.3301,2.62081,46.4429,14,,,Ciacci Piccolomini d'Aragona
3491,155 kr.,122, 303 ,58.978,24.3617,7.64968,63.2027,,,,Vigneti Massa
3492,506.50 kr.,55, 56 ,55.149,37.9866,16.8842,35.7801,,,,Ca' del Bosco
3493,100.56 kr.,828, 847 ,48.9017,40.1604,7.56872,45.7203,14,,,Tua Rita
3494,170.57 kr.,48, 196 ,48.6959,41.8675,8.4984,45.7669,14,,,Lungarotti
3495,782.10 kr.,78, 89 ,53.6247,61.8437,6.82926,65.5887,13.5,,,Le Ragnaie
3496,749 kr.,338, 229 ,47.5176,57.2989,0,64.2038,13.5,,,Caparzo
3497,98.32 kr.,39, 23 ,66.2311,41.4014,15.4581,21.7189,,,,Cantrina
3498,73.74 kr.,44, 26 ,53.9836,44.9095,5.94655,41.2966,,,,Cantrina
3499,157.16 kr.,154, 191 ,61.6958,45.9499,9.67202,32.8667,14,,,Roagna
3500,273.66 kr.,519, 777 ,50.5468,42.7148,10.7758,47.2094,,,,Banfi
3501,329 kr.,48, 72 ,66.3687,19.6176,44.2637,14.9896,15.5,,,Gianfranco Fino
3502,129 kr.,52, 89 ,55.8737,20.5804,9.92772,69.3984,,,,Monchiero Carbone
3503,3000 kr.,122, 456 ,64.3161,76.5522,9.30685,81.1802,14.5,,,Aldo Conterno
3504,145.25 kr.,286, 384 ,84.9002,26.5225,44.8912,25.4369,,,,Santi
3505,159.77 kr.,1413, 1108 ,80.8771,41.4726,23.4329,32.1302,13,,,COS
3506,119 kr.,81, 59 ,53.4934,23.5179,6.51281,63.9721,,,,Adriano Marco e Vittorio
3507,199 kr.,459, 171 ,53.9569,19.7403,10.5202,63.0437,13.5,,,Cascina Castlet
3508,96.83 kr.,36, 170 ,46.7569,42.2668,6.91334,50.8298,,,,Tenuta di Sesta
3509,308 kr.,200, 257 ,85,20.0803,53.3584,20.8571,15,7.2,5.83,Villa Girardi
3510,129 kr.,46, 91 ,59.6114,48.4967,12.2406,34.3911,,,,Fattoria Zerbina
3511,229.79 kr.,209, 648 ,60.3909,37.9478,19.9714,28.4921,,,,Quintarelli Giuseppe
3512,59.22 kr.,249, 179 ,47.4356,43.7816,5.47209,42.8107,13,2.9,5.3,DeAngelis (De Angelis)
3513,114.71 kr.,110, 248 ,64.8471,41.5632,30.5572,26.3313,,,,Le Salette
3514,1451.80 kr.,40, 421 ,68.121,45.2751,17.6451,26.9873,14,,,Gaja
3515,235 kr.,640, 721 ,61.6311,68.1852,3.45394,84.3965,13.5,,,Marchesi di Barolo
3516,375 kr.,356, 648 ,60.3909,37.9478,19.9714,28.4921,13.5,,,Quintarelli Giuseppe
3517,385 kr.,175, 435 ,58.91,25.009,14.9127,63.3108,14.5,,,La Spinetta
3518,127 kr.,451, 334 ,52.9947,19.9536,5.53725,63.258,14.5,,,Marchesi di Barolo
3519,254.40 kr.,225, 422 ,61.784,71.4767,6.69355,82.5206,14,,,Bersano
3520,122.90 kr.,54, 117 ,79.9204,51.4888,25.086,38.3994,13,,,Luigi Maffini
3521,550 kr.,110, 96 ,61.5196,74.9752,7.48667,76.9258,15,,,Borgogno
3522,87.89 kr.,36, 35 ,80.0709,34.0914,28.2854,28.1334,14,,,Carpentiere
3523,197.39 kr.,35, 374 ,50.6716,40.5026,11.524,49.6432,13.5,,,Stefano Amerighi
3524,164.99 kr.,829, 300 ,85,47.1485,31.2363,26.7635,15,1,5.8,Cusumano
3525,179.95 kr.,33, 781 ,49.2186,43.5577,8.88186,47.1949,14,,,Petrolo
3526,192.92 kr.,141, 300 ,85,47.1485,31.2363,26.7635,14,1,6,Cusumano
3527,209.90 kr.,25, 55 ,69.3248,47.599,21.813,38.626,13.5,,,Cusumano
3528,459 kr.,27, 295 ,66.2863,75.2285,1.93126,83.8891,14.5,,,Mauro Veglio
3529,238.35 kr.,91, 79 ,59.8354,26.4181,5.25862,64.3644,,,,Mauro Veglio
3530,118.43 kr.,57, 18 ,63.7814,37.4624,22.1201,24.5896,,,,Endrizzi
3531,78.21 kr.,31, 609 ,63.1596,43.4196,14.8929,32.3276,13.5,,,Luigi Einaudi
3532,305.12 kr.,677, 523 ,49.0827,58.2039,4.77626,64.5848,14,,,Podere Brizio
3533,499 kr.,574, 882 ,45.7516,55.9738,8.11388,64.8369,15,,,Ciacci Piccolomini d'Aragona
3534,200 kr.,84, 813 ,48.9554,41.9483,5.47234,43.5113,14,,,Banfi
3535,82.90 kr.,395, 298 ,77.2869,43.3328,20.101,34.9464,13,,,Feudi di San Gregorio
3536,155.12 kr.,130, 89 ,44.5792,34.8913,11.6114,47.8153,13.5,,,Tenuta Il Palagio
3537,698 kr.,565, 1070 ,60.3348,67.5207,5.93185,85,14,,,Pio Cesare
3538,246.10 kr.,464, 777 ,50.5468,42.7148,10.7758,47.2094,14.5,,,Banfi
3539,90.57 kr.,109, 51 ,32.2127,44.5706,3.61508,68.6032,14,,,Ciavolich
3540,223.80 kr.,52, 35 ,83.4151,17.1578,47.5949,23.989,14.5,,,Le Poesie
3541,557.35 kr.,3455, 4015 ,64.9616,64.8878,8.40367,54.163,14.5,,,Ornellaia
3542,271.87 kr.,55, 476 ,58.2394,51.5792,6.92115,49.6024,13.5,,,Michele Satta
3543,1188.96 kr.,560, 1937 ,45.4786,58.5222,7.30669,63.5299,13,,,Biondi-Santi
3544,455.78 kr.,94, 357 ,62.7253,69.6014,8.08953,83.5383,,,,Pelissero
3545,299 kr.,34, 78 ,53.8384,66.9078,4.15972,67.0562,14,,,I Palazzi
3546,379.55 kr.,1782, 2588 ,47.342,55.8337,6.70849,64.1689,13,,,Argiano
3547,504 kr.,2568, 1974 ,45.4159,54.7979,4.49947,62.3187,13.5,,,Mazzei
3548,864.03 kr.,302, 270 ,57.8335,42.5067,14.2546,44.966,15,,,Monteverro
3549,530.71 kr.,152, 911 ,47.6502,57.7254,6.17426,65.6425,0,,,Altesino
3550,74.49 kr.,101, 434 ,50.0814,47.399,6.50965,46.7983,14.5,2,5,Di Majo Norante
3551,169.83 kr.,37, 268 ,47.7465,58.374,3.84046,59.6264,14.5,,,San Giusto a Rentennano
3552,114.41 kr.,153, 164 ,48.2272,43.4417,13.0094,47.6176,14.5,,,Monteverro
3553,169 kr.,77, 666 ,43.542,55.0881,7.34119,65.0079,14,,,Riecine
3554,119 kr.,388, 231 ,67.3579,21.7667,43.9914,11.4262,,,,San Marzano
3555,108.33 kr.,1260, 1284 ,44.0593,35.8916,5.75322,42.7402,13.5,,,Banfi
3556,364.98 kr.,57, 305 ,61.3414,72.2339,8.67942,85,14,,,Produttori del Barbaresco
3557,245.80 kr.,121, 210 ,49.1372,59.9596,7.5085,64.8954,15,,,Voliero
3558,399 kr.,470, 380 ,51.8179,42.2189,14.5729,44.5342,14,,,Monteverro
3559,95.34 kr.,104, 136 ,49.9736,22.0787,8.50301,67.5733,,,,Paolo Conterno
3560,207.81 kr.,62, 640 ,50.2494,45.9541,8.44199,47.1736,14,,,Lungarotti
3561,140 kr.,159, 74 ,48.9645,45.0023,8.88708,48.3682,13.5,,,Tricerchi
3562,2449 kr.,11796, 6120 ,85,22.806,49.9394,22.9586,15,8,,Tommasi
3563,89.31 kr.,340, 82 ,66.9959,44.5431,25.4533,34.5034,14,,5,Firriato
3564,81.19 kr.,204, 74 ,62.1436,33.5424,61.1491,21.9345,14,,,Firriato
3565,674 kr.,631, 433 ,54.7658,56.6284,6.31533,65.5478,14,,,Avignonesi
3566,290.49 kr.,325, 282 ,51.2707,43.0528,7.78739,48.0662,14,,,Avignonesi
3567,100.56 kr.,26, 41 ,56.4561,37.1924,0,54.3015,13.5,,,Grillesino
3568,227.33 kr.,40, 3976 ,47.9968,55.0877,6.40428,63.1785,13.5,,,Antinori
3569,81.56 kr.,61, 103 ,28.7281,21.3123,5.04069,66.5028,13,,,Tramin
3570,126.25 kr.,182, 58 ,49.1057,35.7881,6.33687,44.1458,14,,,Petra
3571,459 kr.,53, 408 ,44.3585,43.8675,1.70737,50.798,13.5,,,Biondi-Santi
3572,142.72 kr.,585, 500 ,42.2943,40.8926,5.87691,47.3022,13.5,,,Tenuta CastelGiocondo
3573,178.77 kr.,856, 1464 ,65.4296,42.6059,19.9894,27.5128,14,2,5,Allegrini
3574,572.79 kr.,220, 1019 ,65.6433,39.333,22.1928,24.3013,14.9,,,Allegrini
3575,252.51 kr.,83, 501 ,53.635,47.3965,9.93455,47.1719,,,,Montepeloso
3576,269 kr.,202, 70 ,37.9441,24.3479,7.35651,65.0861,14,,,Stroblhof
3577,312.84 kr.,44, 54 ,43.7809,18.0045,8.09383,64.2558,13.5,,,Stroblhof
3578,599 kr.,34, 143 ,48.7375,51.5695,6.52916,59.8758,14.5,,,Altesino
3579,300 kr.,81, 40 ,56.2286,32.0885,18.1354,55.2326,,,,Vigneti Massa
3580,729.21 kr.,36, 209 ,36.2218,57.4654,14.1751,66.7586,14,,,Il Paradiso di Manfredi
3581,632.50 kr.,725, 1800 ,49.6036,41.7453,9.20709,46.5915,14,,,Isole e Olena
3582,744.86 kr.,344, 631 ,52.4081,43.202,12.8054,46.7656,14,,,Querciabella
3583,182.49 kr.,77, 40 ,52.9192,45.0587,6.73355,48.0023,14,,,Fattoria di Magliano
3584,492.35 kr.,309, 175 ,38.9133,26.78,6.85113,66.4583,13.5,,,J. Hofstätter
3585,780.09 kr.,66, 227 ,54.9695,45.742,10.5774,46.2731,14,,,Duemani
3586,153.16 kr.,328, 604 ,80.4635,46.8959,19.9459,33.9019,14,,,Graci
3587,411.91 kr.,71, 165 ,60.4189,80.3048,9.39795,83.9093,14,,,Antoniolo
3588,382.86 kr.,42, 542 ,47.2164,58.1222,3.82966,65.1421,14.5,,,Le Ragnaie
3589,1499 kr.,104, 397 ,53.7008,43.9496,14.0595,48.0379,13.5,,,Duemani
3590,280 kr.,536, 665 ,60.6458,78.5095,4.13996,84.5349,13,,,Sandrone
3591,106 kr.,68, 78 ,65.5336,38.5043,26.6624,31.8348,13.5,0.1,5,Santadi
3592,46.18 kr.,133, 1798 ,42.3327,38.4658,3.16615,44.8633,,,,Frescobaldi
3593,145 kr.,52, 85 ,42.9918,43.6593,5.34821,51.9986,13,,,Podere San Cristoforo
3594,192 kr.,53, 309 ,59.5,79.6388,0.658245,85,13.5,,,Prunotto
3595,273.36 kr.,99, 46 ,66.1349,34.9247,10.2434,31.322,13.5,,,Prunotto
3596,114.50 kr.,643, 833 ,84.1338,40.0315,29.7579,25.1238,14,,,Leone de Castris
3597,1849 kr.,123, 356 ,62.558,40.774,20.2488,27.056,14,,,Gaja
3598,171.51 kr.,2616, 672 ,85,44.8075,28.553,27.4365,14.5,,,Firriato
3599,125.88 kr.,428, 1372 ,55.682,57.5548,4.62244,63.6782,13.5,,,Fattoria del Cerro
3600,374.52 kr.,407, 228 ,37.2316,33.6393,4.02515,51.3945,14,,,Antinori
3601,709.25 kr.,134, 979 ,62.8525,76.9915,7.53815,84.5381,14,,,Paolo Scavino
3602,125 kr.,287, 672 ,62.0198,38.817,26.6651,26.8586,13.5,,,Bertani
3603,125 kr.,1158, 1398 ,45.1893,36.8597,5.8017,45.1064,13.5,3,,Banfi
3604,70.69 kr.,248, 270 ,66.8872,22.372,34.8325,13.8062,14,8,6,Doppio Passo
3605,70.20 kr.,1108, 783 ,38.3773,40.661,11.8325,64.7563,13.5,6,5,Farnese
3606,195 kr.,411, 680 ,66.9996,43.9884,19.6591,37.9185,14,,,Planeta
3607,136.31 kr.,281, 329 ,57.4108,29.0661,10.0662,62.4126,14,,,Michele Chiarlo
3608,312.84 kr.,223, 904 ,60.4658,72.7816,2.94369,85,14,,,Michele Chiarlo
3609,238.35 kr.,2625, 464 ,47.2588,37.8587,10.0909,43.9977,13.5,,,Falesco
3610,169 kr.,64, 435 ,77.679,46.2509,19.865,38.3228,14.5,,,Pietradolce
3611,239 kr.,918, 847 ,54.1262,56.3298,6.63235,64.4246,14,,,Dei
3612,2449 kr.,174, 6120 ,85,22.806,49.9394,22.9586,,,,Tommasi
3613,107.93 kr.,45, 334 ,63.4005,39.8252,14.8011,28.2783,,,,Bertani
3614,58.10 kr.,348, 215 ,85,42.4305,24.6549,27.0763,13.5,0,6,Feudi Branciforti dei Bordonaro
3615,128.51 kr.,83, 136 ,44.0875,45.5209,4.61279,48.7197,13.5,,,Podere Brizio
3616,1035.35 kr.,82, 300 ,45.8364,57.4629,14.0421,66.8064,14,,,Conti Costanti
3617,2449 kr.,532, 6120 ,85,22.806,49.9394,22.9586,,,,Tommasi
3618,668.88 kr.,25, 383 ,62.8209,76.4454,7.36992,85,14.5,,,Elio Grasso
3619,2449 kr.,577, 6120 ,85,22.806,49.9394,22.9586,,,,Tommasi
3620,83.50 kr.,264, 195 ,42.5833,56.3404,0,66.808,13,,,Melini
3621,2449 kr.,5075, 6120 ,85,22.806,49.9394,22.9586,,,,Tommasi
3622,208.56 kr.,89, 84 ,72.5884,45.7517,23.3645,35.0288,,,,Bonavita
3623,62.31 kr.,60, 286 ,40.7325,36.8299,6.98184,61.273,14,,,Bove
3624,349 kr.,87, 64 ,57.7696,71.0541,0,81.672,14.5,,,Albino Rocca
3625,359 kr.,163, 417 ,62.7923,70.5685,4.24047,84.1777,14.5,,,Albino Rocca
3626,102.29 kr.,405, 263 ,82.8928,44.7451,26.0013,27.3663,14,,,Montevetrano
3627,135.56 kr.,108, 198 ,67.5913,21.5689,45.4641,12.4136,14,,,Mocavero
3628,105.25 kr.,45, 906 ,44.8951,39.9184,1.93745,46.2867,14,2,5,Tenuta Il Poggione
3629,2399 kr.,111, 356 ,62.558,40.774,20.2488,27.056,14,,,Gaja
3630,149 kr.,83, 320 ,49.5568,40.3996,4.32394,44.8761,13.5,,,La Spinetta
3631,109 kr.,880, 384 ,80.9378,35.4409,33.5759,24.5455,14,,,Masseria Borgo dei Trulli
3632,1395 kr.,319, 732 ,64.9235,79.5282,9.73803,83.2193,14.5,,,La Spinetta
3633,222.71 kr.,27, 246 ,33.3556,26.2845,11.355,62.5252,13.5,,,Elena Walch
3634,154.19 kr.,80, 188 ,64.5276,75.8542,3.94439,80.3163,14.5,,,Conterno Fantino
3635,85.66 kr.,37, 23 ,48.4186,28.4441,29.5333,53.2255,,,,Deltetto
3636,134.07 kr.,30, 42 ,78.3328,40.01,26.9027,33.5065,15.5,,,Azienda Agricola Morella
3637,1005.56 kr.,187, 519 ,66.6561,81.1787,10.9627,84.6267,14.5,,,Cavallotto
3638,299 kr.,153, 322 ,83.5337,50.9062,24.5753,34.2552,14.5,,,Antonio Caggiano
3639,65.55 kr.,921, 466 ,67.1881,18.5426,45.8194,11.0108,14,,,Cantine due Palme
3640,69.27 kr.,26, 245 ,48.5365,40.4993,8.33753,45.3457,14,,,Tenuta Ammiraglia
3641,480 kr.,1146, 1049 ,60.602,74.8892,4.87224,81.633,14,,,Borgogno
3642,269 kr.,69, 63 ,60.0459,76.3801,18.4024,78.1288,,,,Mamete Prevostini
3643,90.69 kr.,51, 500 ,42.2943,40.8926,5.87691,47.3022,14.5,,,Tenuta CastelGiocondo
3644,154.53 kr.,26, 44 ,31.1567,24.1329,6.75132,65.2183,,,,H. Lun
3645,83.42 kr.,60, 12 ,54.1471,47.1838,6.55147,45.8051,14,,,Geografico
3646,227.18 kr.,47, 41 ,85,39.8446,24.6075,25.1274,14.5,0.29,5.4,Siddura
3647,290.49 kr.,49, 606 ,64.7295,64.9633,9.58812,52.9123,14.5,,,Antinori
3648,101.30 kr.,404, 254 ,46.9202,41.7134,4.91501,47.9357,13.5,,,Tenute Silvio Nardi
3649,117.17 kr.,347, 274 ,46.1663,35.7715,17.3336,38.6063,12.5,,,Foradori
3650,144.50 kr.,29, 21 ,69.3204,42.8607,34.5983,23.4528,14,,,Piovene Porto Godi
3651,127.60 kr.,63, 66 ,63.9439,85,0.257382,85,13,,,Diego Conterno
3652,97.65 kr.,53, 143 ,43.8242,57.319,5.42057,63.5218,13,,,Borgo Salcetino
3653,84.17 kr.,834, 995 ,44.8702,35.3743,9.03264,42.8992,13,5,5,Farnese
3654,96.50 kr.,371, 224 ,77.5049,38.7542,28.462,29.6469,14,0,4,Santadi
3655,100 kr.,112, 215 ,42.026,56.4776,0.309515,64.0744,13.5,,,Castello di Monsanto
3656,215 kr.,144, 239 ,47.6715,55.9531,5.27869,64.8479,,,,Caparsa
3657,385 kr.,432, 877 ,50.7984,59.2561,8.17052,64.1234,14.5,,,Uccelliera
3658,570.41 kr.,259, 500 ,63.5369,76.3347,7.19226,82.9828,14.5,,,Damilano
3659,98 kr.,33, 49 ,45.9321,57.6311,0.37602,63.4184,13,,,Montellori
3660,338.91 kr.,72, 263 ,64.2378,78.1125,10.5255,79.9548,14,,,Ettore Germano
3661,202.53 kr.,404, 603 ,85,22.7784,49.237,23.2271,15.5,,,Monte del Frá
3662,237.61 kr.,70, 330 ,62.8871,80.9802,0.18498,83.9938,,,,Tenuta Cucco
3663,55.86 kr.,30, 50 ,45.9498,30.0222,17.0154,40.0368,12.5,,,Tramin
3664,937.77 kr.,25, 395 ,55.263,43.5231,12.6076,45.1617,,,,Castello del Terriccio
3665,128.86 kr.,35, 116 ,49.143,58.2795,1.69071,64.7672,,,,Podere Il Palazzino
3666,267.40 kr.,140, 768 ,48.2979,38.342,10.0238,46.5045,14.5,,,Ricasoli
3667,137.65 kr.,74, 40 ,55.079,37.5376,23.5409,35.1357,13,,,Ritterhof
3668,249 kr.,38, 55 ,51.5094,38.48,13.9505,48.2146,14.5,,,Cantina Vignaioli del Morellino di Scansano
3669,102.05 kr.,52, 84 ,25.659,21.1801,0,65.791,12.5,,,Pojer e Sandri
3670,86.33 kr.,88, 553 ,44.7926,31.035,15.3831,54.4484,13,,,Allegrini
3671,186.21 kr.,133, 39 ,67.3478,42.9893,15.5443,26.6547,13.5,5.3,5,Kornell
3672,405.57 kr.,1332, 1012 ,65.4223,66.6467,9.09914,54.8563,14,,,Grattamacco
3673,56.57 kr.,36, 31 ,42.947,32.5367,21.2826,55.5774,,,,Vaona
3674,249 kr.,812, 562 ,84.4745,41.1866,30.2833,26.2246,14,,5.9,Planeta
3675,449 kr.,606, 901 ,44.6478,54.9489,5.26939,64.6969,14,,,La Gerla
3676,463.67 kr.,194, 429 ,63.2922,79.3127,3.30646,85,14.5,,,Luigi Baudana
3677,195.30 kr.,87, 33 ,59.3881,47.2905,20.7757,33.6039,14,1.5,4.9,Cantina Kaltern
3678,35.17 kr.,104, 88 ,79.6782,40.0644,24.0144,29.9616,13,,,Rivera
3679,379.88 kr.,106, 658 ,60.8472,68.8363,4.67265,84.0392,14.5,,,Marchesi di Gresy
3680,67.04 kr.,101, 720 ,48.2896,44.5306,7.22619,46.0326,14,,,Lungarotti
3681,158.73 kr.,997, 1320 ,85,40.5833,33.9007,23.2414,14,9,5,Vigneti del Vulture
3682,461.58 kr.,48, 197 ,63.3836,70.017,7.35957,83.2926,14,,,Fontanafredda
